title,company,ratings,reviews,experience,salary,location,days_posted,url
Data Scientist,Qualitest,3.9,163 Reviews,6-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-qualitest-india-private-limited-bangalore-bengaluru-6-to-9-years-301122500575
Data Scientist,Hyperthink Systems,4.6,6 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-hyperthink-systems-pvt-ltd-bangalore-bengaluru-5-to-10-years-300622501628
IndustrialPhD Research Officer,Stibo,4.8,6 Reviews,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-industrialphd-research-officer-stibo-systems-bangalore-bengaluru-3-to-8-years-291122502867
Image Processing Engineer,Ageye Technologies,4.6,4 Reviews,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-image-processing-engineer-ageye-technologies-bangalore-bengaluru-2-to-4-years-290722502181
Data Scientist,Ageye Technologies,4.6,4 Reviews,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-ageye-technologies-bangalore-bengaluru-2-to-7-years-290722502179
Computer Vision Engineer,Ageye Technologies,4.6,4 Reviews,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-computer-vision-engineer-ageye-technologies-bangalore-bengaluru-2-to-7-years-290722502178
AI Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-ai-data-scientist-seven-consultancy-hr-solution-bangalore-bengaluru-4-to-8-years-290322500342
Data Scientist,Hyper Think Systems,4.6,6 Reviews,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-hyper-think-systems-private-limited-bangalore-bengaluru-3-to-6-years-281222501498
AI & Data Science Senior Engineer,Wasoko,2.6,2 Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-ai-data-science-senior-engineer-wasoko-bangalore-bengaluru-2-to-5-years-280922501776
Senior AI Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-senior-ai-data-scientist-seven-consultancy-hr-solution-bangalore-bengaluru-4-to-9-years-280322501563
Data Scientist,Volantis Technologies Pvt Ltd,4.5,15 Reviews,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-volantis-technologies-pvt-ltd-bangalore-bengaluru-3-to-7-years-280123500549
Analytic Science-Scientist II,Fico,4.0,129 Reviews,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-analytic-science-scientist-ii-fico-bangalore-bengaluru-3-to-6-years-271022500143
Senior Data Scientist,Caterpillar Inc,4.3,932 Reviews,1-5 Yrs,Not disclosed,Chennai,15 Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-caterpillar-inc-chennai-1-to-5-years-250223501207
Data Scientist - 3,Varite,3.8,89 Reviews,6-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-3-varite-bangalore-bengaluru-6-to-9-years-240822501294
ML Engineer For Intelligent Search,Useready Technology,4.6,41 Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-ml-engineer-for-intelligent-search-useready-technology-bangalore-bengaluru-2-to-5-years-240123501903
Data Scientist II,Porter,3.9,236 Reviews,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-ii-porter-in-bangalore-bengaluru-1-to-4-years-240123500591
Data Scientist - Healthcare Analytics,Skillety,2.8,4 Reviews,12-15 Yrs,Not disclosed,Bangalore/Bengaluru,18 Days Ago,https://www.naukri.com/job-listings-data-scientist-healthcare-analytics-skillety-bangalore-bengaluru-12-to-15-years-230223500417
Senior Data Scientist,Caterpillar Inc,4.3,932 Reviews,3-5 Yrs,Not disclosed,Chennai,18 Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-caterpillar-inc-chennai-3-to-5-years-230223500077
NLP Data Scientist,Eli Lilly And Company,4.3,246 Reviews,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-nlp-data-scientist-eli-lilly-and-company-bangalore-bengaluru-3-to-7-years-230123502547
Advanced Analytics MLOps Engineer,Eli Lilly And Company,4.3,246 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-advanced-analytics-mlops-engineer-eli-lilly-and-company-bangalore-bengaluru-3-to-5-years-230123502546
Data Scientist,Entropik Tech,3.9,8 Reviews,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-entropik-tech-bangalore-bengaluru-2-to-7-years-221122502229
Deep Learning Engineer (SIPS-PS),Sony,4.3,1088 Reviews,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-deep-learning-engineer-sips-ps-sony-india-software-centre-pvt-ltd-bangalore-bengaluru-3-to-7-years-220722501802
Senior Data Scientist,Entropik Tech,3.9,8 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-entropik-tech-bangalore-bengaluru-3-to-5-years-220722501472
Data Scientist,CTD Techs,4.7,25 Reviews,2-6 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru",30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-ctd-techs-chennai-bangalore-bengaluru-2-to-6-years-220722500106
Senior Data Science,TVS Accessories,4.1,4575 Reviews,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,18 Days Ago,https://www.naukri.com/job-listings-senior-data-science-tvs-accessories-bangalore-bengaluru-2-to-6-years-220223502880
Sr . Data Scientist,ORMAE (Operations Research Machine learning & Analytics Experts LLP),3.4,6 Reviews,3-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-sr-data-scientist-ormae-operations-research-machine-learning-analytics-experts-llp-bangalore-bengaluru-3-to-10-years-211122502556
Senior ML Engineer,Entropik Tech,3.9,8 Reviews,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-senior-ml-engineer-entropik-tech-bangalore-bengaluru-4-to-9-years-200822500797
Data Scientist,HotelHub,4.5,16 Reviews,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-hotelhub-bangalore-bengaluru-3-to-8-years-200123501908
Data Scientist-Health Care Analytics,Skillety,2.8,4 Reviews,5-12 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-health-care-analytics-skillety-bangalore-bengaluru-5-to-12-years-200123500102
Senior Business Executive - Data Science,dentsu international,2.7,22 Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-senior-business-executive-data-science-dentsu-international-bangalore-bengaluru-1-to-3-years-190922500375
Senior Data Scientist,Locus It Services,2.4,11 Reviews,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-locus-it-services-private-limited-bangalore-bengaluru-6-to-11-years-171122502642
Python Developer,Rarr Technologies,3.9,2 Reviews,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-python-developer-rarr-technologies-bangalore-bengaluru-4-to-9-years-171022500237
Data Scientist - Senior Data Scientist,Star Health Insurance,3.9,1070 Reviews,4-8 Yrs,10-18 Lacs PA,Chennai,24 Days Ago,https://www.naukri.com/job-listings-data-scientist-senior-data-scientist-star-health-allied-insurance-chennai-4-to-8-years-170223004658
Applied Scientist,Perfios Software Solutions Pvt. Ltd.,4.6,143 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-applied-scientist-perfios-software-solutions-pvt-ltd-bangalore-bengaluru-3-to-5-years-161222500006
DATA SCIENTIST,String Bio,3.7,4 Reviews,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-string-bio-bangalore-bengaluru-2-to-7-years-160522501736
R&D Data Scientist,Corner Tree Consulting (p) Ltd,3.1,3 Reviews,2-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-r-d-data-scientist-corner-tree-consulting-p-ltd-bangalore-bengaluru-2-to-10-years-151222502099
Lead / Staff ML Scientist - NLP,Agara Labs,3.9,6 Reviews,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-lead-staff-ml-scientist-nlp-agara-bangalore-bengaluru-6-to-11-years-150722502647
Lead / Staff ML Scientist,Agara Labs,3.9,6 Reviews,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-lead-staff-ml-scientist-agara-bangalore-bengaluru-6-to-11-years-150722502646
Data scientist,Ihcc,4.6,8 Reviews,9-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-ihcc-bangalore-bengaluru-9-to-10-years-150622500915
Principal Data Scientist,Tekion,3.7,85 Reviews,5-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-principal-data-scientist-tekion-bangalore-bengaluru-5-to-11-years-141022502356
Data Scientist,Gloinnt,3.0,8 Reviews,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-gloinnt-bangalore-bengaluru-5-to-7-years-141022500495
data engineer,Diverse Lynx,3.4,95 Reviews,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-engineer-diverse-lynx-bangalore-bengaluru-6-to-8-years-140722500537
Principal Data Scientist (Principal Engineer Data Science),Harman Connected Services Corporation India Pvt.,3.9,1026 Reviews,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-principal-data-scientist-principal-engineer-data-science-harman-connected-services-corporation-india-pvt-bangalore-bengaluru-8-to-12-years-140123501293
Senior Data Scientist,Harman Connected Services Corporation India Pvt.,3.9,1026 Reviews,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-harman-connected-services-corporation-india-pvt-bangalore-bengaluru-1-to-5-years-140123501079
AI/ML Solutions Lead,Harman Connected Services Corporation India Pvt.,3.9,1026 Reviews,7-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-ai-ml-solutions-lead-harman-connected-services-corporation-india-pvt-bangalore-bengaluru-7-to-8-years-140123500129
Sr Dot Data Scientist,Skillety,2.8,4 Reviews,8-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-sr-dot-data-scientist-skillety-bangalore-bengaluru-8-to-11-years-131222501406
Sr. Data Scientist (Medical/Marketing Analytics),Skillety,2.8,4 Reviews,8-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-sr-data-scientist-medical-marketing-analytics-skillety-bangalore-bengaluru-8-to-11-years-131222500884
Sr. Data Scientist - Marketing and Customer analytics,Skillety,2.8,4 Reviews,7-15 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-sr-data-scientist-marketing-and-customer-analytics-skillety-bangalore-bengaluru-7-to-15-years-131222500883
Senior Software Engineer - Data Science,Skillety,2.8,4 Reviews,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-senior-software-engineer-data-science-skillety-bangalore-bengaluru-5-to-7-years-131222500801
Data scientist-Healthcare Analytics Associate,Skillety,2.8,4 Reviews,12-15 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-healthcare-analytics-associate-skillety-bangalore-bengaluru-12-to-15-years-131222500162
Data Scientist/Engineer NLP,Skillety,2.8,4 Reviews,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-engineer-nlp-skillety-bangalore-bengaluru-4-to-6-years-131222500161
Data Scientist Knowledge Graph Expert,Skillety,2.8,4 Reviews,8-15 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-knowledge-graph-expert-skillety-bangalore-bengaluru-8-to-15-years-131222500160
Data Scientist,Skillety,2.8,4 Reviews,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-skillety-bangalore-bengaluru-3-to-7-years-131222500156
Data science with Statistics Professional,Skillety,2.8,4 Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-science-with-statistics-professional-skillety-bangalore-bengaluru-1-to-3-years-131222500154
Sr. Data Scientist,Silicon Valley Bank,4.4,51 Reviews,10-15 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-sr-data-scientist-silicon-valley-bank-bangalore-bengaluru-10-to-15-years-131022500333
Lead Datascientist,Credo Health,3.0,2 Reviews,5-10 Yrs,Not disclosed,Chennai,Today,https://www.naukri.com/job-listings-lead-datascientist-credo-health-chennai-5-to-10-years-130223007641
Principal Data Scientist with Us Healthcare domain Experience,TEG Analytics,3.5,10 Reviews,8-10 Yrs,30-45 Lacs PA,Permanent Remote,28 Days Ago,https://www.naukri.com/job-listings-principal-data-scientist-with-us-healthcare-domain-experience-teg-analytics-bangalore-bengaluru-8-to-10-years-130223002819
Data Scientist I,DAZN,4.3,13 Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-i-perform-group-bangalore-bengaluru-1-to-3-years-120222500304
AC/Sr.AC/C (individual contributor),Eli Lilly And Company,4.3,246 Reviews,2-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-ac-sr-ac-c-individual-contributor-eli-lilly-and-company-bangalore-bengaluru-2-to-8-years-110123501057
Data Scientist / Sr . Data Scientist,Aidash Systems,3.2,8 Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-sr-data-scientist-aidash-bangalore-bengaluru-1-to-3-years-100822500401
Data Scientist,Quess It Staffing,3.6,55 Reviews,6-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-quess-it-staffing-bangalore-bengaluru-6-to-10-years-100123501037
Data Scientist,Ramsoft Systems,4.0,5 Reviews,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-ramsoft-systems-inc-bangalore-bengaluru-2-to-4-years-090822501405
Senior AI Engieer,Digit Insurance,3.9,341 Reviews,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-senior-ai-engieer-digit-insurance-bangalore-bengaluru-5-to-7-years-090123501121
Sr Data Scientist,Apptio India,4.3,28 Reviews,8-13 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-sr-data-scientist-apptio-inc-bangalore-bengaluru-8-to-13-years-081222500509
Senior Data Scientist,Trane Technologies,4.3,86 Reviews,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-trane-technologies-bangalore-bengaluru-4-to-7-years-080922501385
Data Scientist,Talchemist,3.9,12 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-talchemist-bangalore-bengaluru-5-to-10-years-080922501300
Model Operations Engineering II,Utopus Insights,3.3,4 Reviews,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-model-operations-engineering-ii-utopus-insights-bangalore-bengaluru-4-to-6-years-080223500275
SIXT Staff Data Scientist,Sixt,3.8,15 Reviews,9-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-sixt-staff-data-scientist-sixt-bangalore-bengaluru-9-to-10-years-061022501204
Data Scientist,Talentica,4.2,109 Reviews,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-talentica-software-india-pvt-ltd-bangalore-bengaluru-6-to-8-years-060922502651
Senior Data Scientist,Greenizon Agritech Consultancy,3.3,22 Reviews,1-2 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-greenizon-agritech-consultancy-bangalore-bengaluru-1-to-2-years-050122500141
Data Scientist,Travel Centric Technology,4.2,2 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-travel-centric-technology-bangalore-bengaluru-5-to-10-years-040322500903
Sr. Associate Consultant,Eli Lilly And Company,4.3,246 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-sr-associate-consultant-eli-lilly-and-company-bangalore-bengaluru-3-to-5-years-021122501086
Data Scientist II,DAZN,4.3,13 Reviews,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-ii-perform-group-bangalore-bengaluru-2-to-4-years-020222500226
DS/ Associate Principal Data Scientist,Multi Recruit,4.8,12 Reviews,3-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-ds-associate-principal-data-scientist-multi-recruit-bangalore-bengaluru-3-to-10-years-010322501115
Senior/ Lead Data Scientist,Tiger Analytics,3.6,238 Reviews,2-8 Yrs,Not disclosed,Permanent Remote,30+ Days Ago,https://www.naukri.com/job-listings-senior-lead-data-scientist-tiger-analytics-remote-2-to-8-years-270722501122
NLP Data Scientist,Tiger Analytics,3.6,238 Reviews,3-8 Yrs,Not disclosed,Chennai,30+ Days Ago,https://www.naukri.com/job-listings-nlp-data-scientist-tiger-analytics-chennai-3-to-8-years-250822501033
Digital Incharge,Aarti Industries,4.1,1794 Reviews,3-8 Yrs,Not disclosed,Vadodara,30+ Days Ago,https://www.naukri.com/job-listings-digital-incharge-aarti-industries-ltd-vadodara-baroda-3-to-8-years-161122500585
Senior Engineer - AI/ML/Data Scientist,Fission Labs,4.1,26 Reviews,6-8 Yrs,Not disclosed,Hyderabad/Secunderabad,3 Days Ago,https://www.naukri.com/job-listings-senior-engineer-ai-ml-data-scientist-fission-labs-hyderabad-secunderabad-6-to-8-years-100323503214
Senior Data Scientist,Providence Global Center,4.0,24 Reviews,4-7 Yrs,Not disclosed,Hyderabad/Secunderabad,3 Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-providence-global-center-hyderabad-secunderabad-4-to-7-years-100323010140
Consultant - Data Science and Analytics,Transunion,4.3,159 Reviews,4-8 Yrs,Not disclosed,Hyderabad/Secunderabad,4 Days Ago,https://www.naukri.com/job-listings-consultant-data-science-and-analytics-transunion-software-services-pvt-ltd-hyderabad-secunderabad-4-to-8-years-090323500898
DataScientist,Techwave Consulting,3.8,197 Reviews,8-11 Yrs,Not disclosed,Hyderabad/Secunderabad,7 Days Ago,https://www.naukri.com/job-listings-datascientist-techwave-consulting-hyderabad-secunderabad-8-to-11-years-060323005136
Data Scientist,ECS ME,4.1,56 Reviews,7-12 Yrs,Not disclosed,Pune,7 Days Ago,https://www.naukri.com/job-listings-data-scientist-ecs-me-pune-7-to-12-years-060323002001
Data Science - Lead Data Scientist,Jet2 Travel Technologies,3.7,20 Reviews,5-8 Yrs,Not disclosed,Pune,10 Days Ago,https://www.naukri.com/job-listings-data-science-lead-data-scientist-jet2-travel-technologies-pvt-ltd-pune-5-to-8-years-030323500446
Data Science - Lead Data Scientist,Jet2 Travel Technologies,3.7,20 Reviews,7-10 Yrs,40-50 Lacs PA,Pune,11 Days Ago,https://www.naukri.com/job-listings-data-science-lead-data-scientist-jet2-travel-technologies-pvt-ltd-pune-7-to-10-years-020323006136
Remote - Senior Data Scientist,thinkbridge Software,4.6,75 Reviews,4-6 Yrs,12-16 Lacs PA,Permanent Remote,14 Days Ago,https://www.naukri.com/job-listings-remote-senior-data-scientist-thinkbridge-software-pune-4-to-6-years-270223013052
"Manager, Data Science",Mondelez,4.6,18 Reviews,4-8 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-manager-data-science-mondel-z-international-mumbai-4-to-8-years-310123500536
AVP - Data Scientist,Piramal Capital & Housing Finance (PCHFL),4.1,2074 Reviews,5-8 Yrs,20-35 Lacs PA,Mumbai,20 Days Ago,https://www.naukri.com/job-listings-avp-data-scientist-piramal-capital-housing-finance-pchfl-mumbai-5-to-8-years-210223010582
Data Scientist (Python Developer),Geekay Infotech,3.4,27 Reviews,1-2 Yrs,"50,000-3 Lacs PA","Hybrid - Navi Mumbai, Mumbai (All Areas)",21 Days Ago,https://www.naukri.com/job-listings-data-scientist-python-developer-geekay-infotech-navi-mumbai-mumbai-all-areas-1-to-2-years-200223007204
Data Scientist,Callarity Private Limited,4.1,20 Reviews,2-3 Yrs,Not disclosed,Mumbai (All Areas),21 Days Ago,https://www.naukri.com/job-listings-data-scientist-callarity-private-limited-mumbai-all-areas-2-to-3-years-200223007025
Executive FPA - Data Scientist,Tata AIA Life Insurance,4.0,1812 Reviews,1-4 Yrs,Not disclosed,Mumbai (All Areas),24 Days Ago,https://www.naukri.com/job-listings-executive-fpa-data-scientist-tata-aia-life-insurance-mumbai-all-areas-1-to-4-years-170223010628
Data Scientist,Jardine Lloyd Thompson,4.0,365 Reviews,5-8 Yrs,Not disclosed,Mumbai,27 Days Ago,https://www.naukri.com/job-listings-data-scientist-jardine-lloyd-thompson-india-pvt-ltd-mumbai-5-to-8-years-130223501707
Data Scientist,Marsh amp; McLennan Companies,4.0,365 Reviews,5-8 Yrs,Not disclosed,Mumbai,27 Days Ago,https://www.naukri.com/job-listings-data-scientist-marsh-amp-mclennan-companies-mumbai-5-to-8-years-130223500654
"Senior NLP Data Scientist
",Spinnaker Analytics,1.3,6 Reviews,4-6 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-senior-nlp-data-scientist-spinnaker-analytics-mumbai-4-to-6-years-090223007884
"Manager MLOps, Data Science",Mondelez,4.6,18 Reviews,8-9 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-manager-mlops-data-science-mondel-z-international-mumbai-8-to-9-years-080223500838
Manager / Senior Manager,StockHolding,3.8,351 Reviews,10-12 Yrs,Not disclosed,"Mumbai, Navi Mumbai",30+ Days Ago,https://www.naukri.com/job-listings-manager-senior-manager-stock-holding-corporation-of-india-ltd-mumbai-navi-mumbai-10-to-12-years-311022502582
Senior Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,4-9 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-seven-consultancy-hr-solution-mumbai-4-to-9-years-290322500146
Lead -Technology,Reserve Bank Information Technology,3.4,54 Reviews,8-10 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-lead-technology-reserve-bank-information-technology-pvt-ltd-mumbai-8-to-10-years-281222500558
Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,2-7 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-seven-consultancy-hr-solution-mumbai-2-to-7-years-280322501325
Associate Vice President - Data Science,LogiNext,3.6,20 Reviews,11-14 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-associate-vice-president-data-science-loginext-solutions-mumbai-11-to-14-years-230922500390
Data Modeler I,Experian PLC,3.8,50 Reviews,1-3 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-data-modeler-i-experian-plc-mumbai-1-to-3-years-211222500232
Analytics Consultant,Experian PLC,3.8,50 Reviews,5-8 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-analytics-consultant-experian-plc-mumbai-5-to-8-years-211222500210
Mid Level Data Scientist,Everestek Technosoft Solutions,4.8,10 Reviews,3-8 Yrs,Not disclosed,"Mumbai, Surat",30+ Days Ago,https://www.naukri.com/job-listings-mid-level-data-scientist-everestek-llc-mumbai-surat-3-to-8-years-200122501608
Data Scientist,Liases Foras,4.2,10 Reviews,5-7 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-liases-foras-mumbai-5-to-7-years-141022503150
Principal Engineer - Data Science,LogiNext,3.6,20 Reviews,8-10 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-principal-engineer-data-science-loginext-solutions-mumbai-8-to-10-years-140922502288
Senior Data Scientist,Mondelez,4.6,18 Reviews,4-5 Yrs,Not disclosed,"Mumbai, Thane",30+ Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-mondel-z-international-mumbai-thane-4-to-5-years-111022502214
Looking For A Senior Data Scientist/Analyst,Millennium Organisation,3.8,30 Reviews,2-4 Yrs,2.5-4.25 Lacs PA,Mumbai (All Areas),30+ Days Ago,https://www.naukri.com/job-listings-looking-for-a-senior-data-scientist-analyst-millennium-organisation-mumbai-all-areas-2-to-4-years-070223607455
"Consultant II, Global Analytics",Stream Global Services,4.7,12 Reviews,2-6 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-consultant-ii-global-analytics-stream-global-services-pvt-ltd-mumbai-2-to-6-years-060922500531
Data Scientist / Visualizer,Axis My India Ltd.,4.4,185 Reviews,4-5 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-visualizer-axis-my-india-ltd-mumbai-4-to-5-years-060123501957
Process Trainer,IB Business Services,4.0,4 Reviews,2-5 Yrs,1-3.5 Lacs PA,"Tirunelveli, Chennai, Bangalore/Bengaluru(Vidyaranyapura), Vellore",18 Days Ago,https://www.naukri.com/job-listings-process-trainer-ib-business-services-tirunelveli-chennai-bangalore-bengaluru-vellore-2-to-5-years-230223913517
Data Scientist - Python,Rarr Technologies,3.9,2 Reviews,12-17 Yrs,Not disclosed,Panhala,4 Days Ago,https://www.naukri.com/job-listings-data-scientist-python-rarr-technologies-panhala-12-to-17-years-090323502274
Data Scientist Trainee,Smart Rotamach,4.4,2 Reviews,0-1 Yrs,Not disclosed,Khairatabad,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-trainee-smart-rotamach-khairatabad-0-to-1-years-090223005452
