title,company,ratings,reviews,experience,salary,location,days_posted,url
Data Scientist || Immediate Joiner,Sun Life,4.4,403 Reviews,8-13 Yrs,Not disclosed,Gurgaon/Gurugram,19 Days Ago,https://www.naukri.com/job-listings-data-scientist-immediate-joiner-sun-life-gurgaon-gurugram-8-to-13-years-190123009828
Manager-Data Science,AMERICAN EXPRESS,4.4,2040 Reviews,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,23 Days Ago,https://www.naukri.com/job-listings-manager-data-science-american-express-company-gurgaon-gurugram-3-to-6-years-170223504138
Junior Data Scientist,Adidas,4.2,337 Reviews,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-junior-data-scientist-adidas-group-gurgaon-gurugram-1-to-3-years-280123500715
"Senior Data Scientist, AI CoE",Boston Consulting Group,4.0,161 Reviews,4-6 Yrs,Not disclosed,New Delhi,30+ Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-ai-coe-boston-consulting-group-new-delhi-4-to-6-years-251122502757
Senior Data Scientist / Senior ML Engineer,Agile Airport Services,3.9,66 Reviews,2-8 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-senior-ml-engineer-indigo-airlines-pvt-ltd-gurgaon-gurugram-2-to-8-years-201022501170
Analyst-Data Science,AMERICAN EXPRESS,4.4,2040 Reviews,1-5 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-analyst-data-science-american-express-company-gurgaon-gurugram-1-to-5-years-081222501685
Analyst - Risk Management II,AMERICAN EXPRESS,4.4,2040 Reviews,1-5 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-analyst-risk-management-ii-american-express-company-gurgaon-gurugram-1-to-5-years-070123500322
Principal Data Scientist,Bharatpe,3.7,166 Reviews,5-8 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-principal-data-scientist-bharatpe-gurgaon-gurugram-5-to-8-years-021222500033
Data Scientist,M/s. Orange Business Services,4.3,963 Reviews,8-10 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-m-s-orange-business-services-gurgaon-gurugram-8-to-10-years-011222500919
Data Scientist Intern,BYJUS,3.4,14304 Reviews,0-1 Yrs,Not disclosed,Permanent Remote,Few Hours Ago,https://www.naukri.com/job-listings-data-scientist-intern-byjus-bangalore-bengaluru-0-to-1-years-130323004591
Data Science Specialist,Accenture,4.1,34218 Reviews,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",28 Days Ago,https://www.naukri.com/job-listings-data-science-specialist-accenture-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-4-years-130223902578
Analystics & Modeling Specialist,Accenture,4.1,34218 Reviews,6-8 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",28 Days Ago,https://www.naukri.com/job-listings-analystics-modeling-specialist-accenture-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-6-to-8-years-130223902315
Data Scientist,Citicorp Finance,3.8,1047 Reviews,7-12 Yrs,Not disclosed,"Hybrid - Pune, Bangalore/Bengaluru",2 Days Ago,https://www.naukri.com/job-listings-data-scientist-citicorp-finance-pune-bangalore-bengaluru-7-to-12-years-110323003406
Job | Hiring For Data scientist- Gurgaon,Orange Business Services,4.3,963 Reviews,3-7 Yrs,Not disclosed,Gurgaon/Gurugram,10 Days Ago,https://www.naukri.com/job-listings-hiring-for-data-scientist-gurgaon-orange-business-services-gurgaon-gurugram-3-to-7-years-030323007777
"Senior /Lead, Data Science - AI/ML",Srijan Technologies Pvt. Ltd.,4.5,56 Reviews,3-7 Yrs,Not disclosed,"Kolkata, Indore, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Gurgaon/Gurugram, Jaipur, Bangalore/Bengaluru",30+ Days Ago,https://www.naukri.com/job-listings-senior-lead-data-science-ai-ml-srijan-technologies-pvt-ltd-kolkata-indore-new-delhi-hyderabad-secunderabad-pune-chennai-ahmedabad-gurgaon-gurugram-jaipur-bangalore-bengaluru-3-to-7-years-110123501663
TransOrg Analytics - Data Scientist,TransOrg,2.1,23 Reviews,3-6 Yrs,Not disclosed,"Mumbai, Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru",13 Days Ago,https://www.naukri.com/job-listings-transorg-analytics-data-scientist-transorg-analytics-mumbai-gurgaon-gurugram-delhi-ncr-bangalore-bengaluru-3-to-6-years-080223909675
Sr. Data scientist,Tata Consultancy Services (TCS),3.9,54038 Reviews,7-12 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)",28 Days Ago,https://www.naukri.com/job-listings-sr-data-scientist-tata-consultancy-services-tcs-hyderabad-secunderabad-bangalore-bengaluru-mumbai-all-areas-7-to-12-years-130223007962
Data Scientist,IBM,4.2,15996 Reviews,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,Few Hours Ago,https://www.naukri.com/job-listings-data-scientist-ibm-india-pvt-limited-bangalore-bengaluru-3-to-6-years-130323906793
Sr SDE - Digital/Video Analytics,Unify Technologies,3.7,79 Reviews,4-8 Yrs,Not disclosed,Gurgaon/Gurugram,Today,https://www.naukri.com/job-listings-sr-sde-digital-video-analytics-unify-technologies-gurgaon-gurugram-4-to-8-years-230223015841
Data Scientist,R Systems International,3.6,575 Reviews,4-7 Yrs,Not disclosed,Noida(Sector-59 Noida),18 Days Ago,https://www.naukri.com/job-listings-data-scientist-r-systems-international-noida-4-to-7-years-230223004844
Sr Data Scientist,Gartner,4.1,184 Reviews,5-6 Yrs,Not disclosed,Gurgaon/Gurugram,27 Days Ago,https://www.naukri.com/job-listings-sr-data-scientist-gartner-india-research-advisory-services-pvt-ltd-gurgaon-gurugram-5-to-6-years-140223500488
Data Scientist,Extramarks Education,3.6,1470 Reviews,3-5 Yrs,5-15 Lacs PA,"Noida(Sector-136 Noida), Ghaziabad, Greater Noida, Delhi / NCR",30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-extramarks-education-noida-ghaziabad-greater-noida-delhi-ncr-3-to-5-years-130123610211
Senior Data Scientist - Machine Learning | Pepsico,Talent500,2.8,7 Reviews,4-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",13 Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-machine-learning-pepsico-talent500-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-4-to-7-years-280223013111
Analyst / Analytics Specialist ( Data Scientist),TransOrg,2.1,23 Reviews,2-6 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram",13 Days Ago,https://www.naukri.com/job-listings-analyst-analytics-specialist-data-scientist-transorg-analytics-mumbai-pune-gurgaon-gurugram-2-to-6-years-190123905048
Data Scientist,MRI Software,4.2,18 Reviews,4-7 Yrs,Not disclosed,"Pune, Gurgaon/Gurugram, Bangalore/Bengaluru, Vadodara",30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-mri-software-pune-gurgaon-gurugram-bangalore-bengaluru-vadodara-baroda-4-to-7-years-141022501520
Data Scientist,Tredence,3.8,182 Reviews,2-5 Yrs,Not disclosed,"Hybrid - Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-tredence-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-2-to-5-years-090223005069
Staff Data Scientist,Baker Hughes,4.2,322 Reviews,10-12 Yrs,Not disclosed,"Mumbai, Bangalore/Bengaluru",23 Days Ago,https://www.naukri.com/job-listings-staff-data-scientist-baker-hughes-the-network-mumbai-bangalore-bengaluru-10-to-12-years-170223504384
Analyst/ Analytics Specialist (Data Scientist),TransOrg,2.1,23 Reviews,2-6 Yrs,Not disclosed,"Mumbai, Gurgaon/Gurugram",7 Days Ago,https://www.naukri.com/job-listings-analyst-analytics-specialist-data-scientist-transorg-analytics-mumbai-gurgaon-gurugram-2-to-6-years-060323905462
Data Scientist (Associate / Assistant Vice President),Deutsche Bank,4.2,2208 Reviews,10-16 Yrs,Not disclosed,"Jaipur, Bangalore/Bengaluru",7 Days Ago,https://www.naukri.com/job-listings-data-scientist-associate-assistant-vice-president-deutsche-bank-jaipur-bangalore-bengaluru-10-to-16-years-270123003204
Senior Advisory Data Scientist,IBM,4.2,15996 Reviews,10-15 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,https://www.naukri.com/job-listings-senior-advisory-data-scientist-ibm-india-pvt-limited-bangalore-bengaluru-10-to-15-years-090323909866
Senior Data Scientist,IBM,4.2,15996 Reviews,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,https://www.naukri.com/job-listings-senior-data-scientist-ibm-india-pvt-limited-bangalore-bengaluru-6-to-8-years-090323909863
Advisory Data Scientist,IBM,4.2,15996 Reviews,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,https://www.naukri.com/job-listings-advisory-data-scientist-ibm-india-pvt-limited-bangalore-bengaluru-4-to-8-years-090323906825
Senior Advisory Data Scientist,IBM,4.2,15996 Reviews,10-14 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,https://www.naukri.com/job-listings-senior-advisory-data-scientist-ibm-india-pvt-limited-bangalore-bengaluru-10-to-14-years-090323905879
Advisory Data Scientist,IBM,4.2,15996 Reviews,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,https://www.naukri.com/job-listings-advisory-data-scientist-ibm-india-pvt-limited-bangalore-bengaluru-4-to-8-years-090323905870
Data Scientist,Capgemini,3.9,25395 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,https://www.naukri.com/job-listings-data-scientist-capgemini-bangalore-bengaluru-3-to-5-years-090323904277
"Principal, Data Scientist",AT&T,4.3,315 Reviews,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,4 Days Ago,https://www.naukri.com/job-listings-principal-data-scientist-at-t-bangalore-bengaluru-5-to-8-years-090323501800
Assistant Vice President,EXL,3.9,5532 Reviews,10-16 Yrs,Not disclosed,Bangalore/Bengaluru,6 Days Ago,https://www.naukri.com/job-listings-assistant-vice-president-exl-services-com-i-pvt-ltd-bangalore-bengaluru-10-to-16-years-070323501476
Data Scientist,A.P. Moller Maersk,4.4,2393 Reviews,5-10 Yrs,8-14 Lacs PA,Hybrid - Bangalore/Bengaluru,6 Days Ago,https://www.naukri.com/job-listings-data-scientist-a-p-moller-maersk-bangalore-bengaluru-5-to-10-years-070323003447
Intern (Technical-Engineering),Synopsys (india),4.2,171 Reviews,0-2 Yrs,Not disclosed,Bangalore/Bengaluru,3 Days Ago,https://www.naukri.com/job-listings-intern-technical-engineering-synopsys-india-private-limited-bangalore-bengaluru-0-to-2-years-100323500255
Data Scientist,IB Services &amp;amp; Technologies,3.1,2 Reviews,2-4 Yrs,Not disclosed,"Noida, Mumbai, Pune",30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-ib-services-amp-amp-technologies-noida-mumbai-pune-2-to-4-years-121222502945
Job Opening Data Scientist role @ GlobalData (Hyd),Globaldata,3.9,336 Reviews,0-2 Yrs,Not disclosed,"Hybrid - Hyderabad/Secunderabad, Kondapur",7 Days Ago,https://www.naukri.com/job-listings-opening-data-scientist-role-globaldata-hyd-globaldata-hyderabad-secunderabad-kondapur-0-to-2-years-060323004437
Data Science - Deputy Manager,Vodafone,4.2,13574 Reviews,3-8 Yrs,10-20 Lacs PA,Hybrid - Pune(Viman Nagar),Just Now,https://www.naukri.com/job-listings-data-science-deputy-manager-vodafone-intelligent-solutions-pune-3-to-8-years-130323008074
Data Scientist,Capgemini,3.9,25395 Reviews,6-10 Yrs,Not disclosed,Mumbai,4 Days Ago,https://www.naukri.com/job-listings-data-scientist-capgemini-mumbai-6-to-10-years-090323904303
Data Scientist Tableau,Capgemini,3.9,25395 Reviews,5-10 Yrs,Not disclosed,Mumbai,4 Days Ago,https://www.naukri.com/job-listings-data-scientist-tableau-capgemini-mumbai-5-to-10-years-090323904293
"Data Scientist @ Vidya Vihar,  Mumbai",Metropolis Healthcare,4.1,528 Reviews,2-7 Yrs,Not disclosed,Mumbai (All Areas),5 Days Ago,https://www.naukri.com/job-listings-data-scientist-vidya-vihar-mumbai-metropolis-healthcare-mumbai-all-areas-2-to-7-years-080323005194
Data Specialist,Telstra,4.1,107 Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,13 Days Ago,https://www.naukri.com/job-listings-data-specialist-telstra-global-business-services-llp-bangalore-bengaluru-2-to-5-years-280223913554
Data Scientist,Techneplus,3.9,8 Reviews,3-8 Yrs,Not disclosed,"Noida, Bangalore/Bengaluru",20 Days Ago,https://www.naukri.com/job-listings-data-scientist-techneplus-noida-bangalore-bengaluru-3-to-8-years-210223500864
ASSOCIATE DATA SCIENTIST,Hinduja Global Solutions (HGS),4.0,6198 Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,10 Days Ago,https://www.naukri.com/job-listings-associate-data-scientist-hinduja-global-solutions-ltd-bangalore-bengaluru-1-to-3-years-030323500470
Data Scientist - M & T,Accolite Software India Pvt Ltd,3.8,387 Reviews,8-9 Yrs,Not disclosed,Bangalore/Bengaluru,11 Days Ago,https://www.naukri.com/job-listings-data-scientist-m-t-accolite-software-india-pvt-ltd-bangalore-bengaluru-8-to-9-years-020323500897
Data Scientist,Gartner India Research &amp; Advisory Services Pvt Ltd,4.1,184 Reviews,2-7 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-gartner-india-research-amp-advisory-services-pvt-ltd-gurgaon-gurugram-2-to-7-years-310123502612
AVP - Data Scientist.,Aye Finance,4.3,768 Reviews,2-6 Yrs,6-10 Lacs PA,Gurgaon/Gurugram,21 Days Ago,https://www.naukri.com/job-listings-avp-data-scientist-aye-finance-gurgaon-gurugram-2-to-6-years-190123010409
Engineer/Assistant Manager - Data Scientist,Goods and Services Tax Network (GSTN),4.2,12 Reviews,2-7 Yrs,Not disclosed,Delhi / NCR,Today,https://www.naukri.com/job-listings-engineer-assistant-manager-data-scientist-goods-and-services-tax-network-gstn-delhi-ncr-2-to-7-years-130323003849
Associate Data Scientist - ML & NLP,Gartner India Research &amp; Advisory Services Pvt Ltd,4.1,184 Reviews,2-4 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-associate-data-scientist-ml-nlp-gartner-india-research-amp-advisory-services-pvt-ltd-gurgaon-gurugram-2-to-4-years-310123502590
Data Scientist - Digital Enterprise,Maruti Suzuki,4.2,6087 Reviews,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-digital-enterprise-maruti-suzuki-india-limited-gurgaon-gurugram-3-to-6-years-220822501019
Data Scientist,Gujarat Fluorochemicals,4.2,660 Reviews,1-2 Yrs,Not disclosed,Noida,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-gujarat-fluorochemicals-ltd-noida-1-to-2-years-190123500542
Sr.Data Scientist,Comviva Technology,3.6,346 Reviews,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-sr-data-scientist-comviva-technologies-limited-gurgaon-gurugram-1-to-3-years-071222501983
Data Scientist,Comviva Technology,3.6,346 Reviews,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-comviva-technologies-limited-gurgaon-gurugram-1-to-3-years-071222501834
Lead Assistant Manager,EXL,3.9,5532 Reviews,0-4 Yrs,Not disclosed,Ahmedabad,4 Days Ago,https://www.naukri.com/job-listings-lead-assistant-manager-exl-services-com-i-pvt-ltd-ahmedabad-0-to-4-years-090323501857
Sr. Data Scientist,Accolite Software India Pvt Ltd,3.8,387 Reviews,6-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",30+ Days Ago,https://www.naukri.com/job-listings-sr-data-scientist-accolite-software-india-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-6-to-8-years-181022502086
Data Scientist - Statistics Background,Tech Mahindra,3.7,22823 Reviews,6-11 Yrs,Not disclosed,Hybrid - Hyderabad/Secunderabad,Few Hours Ago,https://www.naukri.com/job-listings-data-scientist-statistics-background-tech-mahindra-hyderabad-secunderabad-6-to-11-years-130323006882
Data Scientist,Tata nexarc,3.4,22 Reviews,3-6 Yrs,Not disclosed,"Mumbai, Pune",30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-tata-nexarc-mumbai-pune-3-to-6-years-281222501570
Data Scientist II,Uber,4.2,591 Reviews,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,18 Days Ago,https://www.naukri.com/job-listings-data-scientist-ii-uber-bangalore-bengaluru-1-to-5-years-230223500902
Physicist / Scientist,Applied Materials,4.2,231 Reviews,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,20 Days Ago,https://www.naukri.com/job-listings-physicist-scientist-applied-materials-india-private-limited-bangalore-bengaluru-4-to-7-years-210223909481
Lead Artificial Intelligence Specialist,Baker Hughes,4.2,322 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,27 Days Ago,https://www.naukri.com/job-listings-lead-artificial-intelligence-specialist-baker-hughes-the-network-bangalore-bengaluru-5-to-10-years-130223501172
Lead data scientist,Siemens,4.2,5086 Reviews,8-10 Yrs,Not disclosed,Bangalore/Bengaluru,28 Days Ago,https://www.naukri.com/job-listings-lead-data-scientist-siemens-limited-bangalore-bengaluru-8-to-10-years-130223500295
Senior Manager-Data Science,AMERICAN EXPRESS,4.4,2040 Reviews,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,30 Days Ago,https://www.naukri.com/job-listings-senior-manager-data-science-american-express-company-bangalore-bengaluru-4-to-7-years-110223500035
Data Scientist Staff,Juniper Networks,4.3,212 Reviews,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-staff-juniper-networks-india-pvt-ltd-bangalore-bengaluru-4-to-8-years-080223502392
Data Scientist,Applied Materials,4.2,231 Reviews,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-applied-materials-india-private-limited-bangalore-bengaluru-4-to-7-years-311022501616
FTE - Regional BI - Data Scientist,Schneider Electric,4.2,4188 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-fte-regional-bi-data-scientist-schneider-electric-india-pvt-ltd-bangalore-bengaluru-3-to-5-years-290422501874
Senior Investment Risk Specialist - Data Science,Wells Fargo,4.2,3753 Reviews,4-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-senior-investment-risk-specialist-data-science-wells-fargo-india-solutions-pvt-ltd-bangalore-bengaluru-4-to-10-years-270922501447
MACHINE LEARNING / DATA SCIENCE TRAINER,Ethnotech Academy,3.2,10 Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-machine-learning-data-science-trainer-ethnotech-academy-bangalore-bengaluru-2-to-5-years-270922500482
Senior Data Engineer,Boston Consulting Group,4.0,161 Reviews,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-senior-data-engineer-boston-consulting-group-bangalore-bengaluru-4-to-6-years-251122502601
Data Engineer,Boston Consulting Group,4.0,161 Reviews,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-engineer-boston-consulting-group-bangalore-bengaluru-2-to-4-years-251122502565
Tableau,Schneider Electric,4.2,4188 Reviews,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-tableau-schneider-electric-india-pvt-ltd-bangalore-bengaluru-3-to-6-years-230123502724
Staff Data Analyst,Walmart,4.2,14310 Reviews,10-14 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-staff-data-analyst-walmart-labs-bangalore-bengaluru-10-to-14-years-210123500177
Staff Data Scientist,Baker Hughes,4.2,322 Reviews,10-15 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad",30+ Days Ago,https://www.naukri.com/job-listings-staff-data-scientist-baker-hughes-the-network-mumbai-hyderabad-secunderabad-10-to-15-years-201222500854
Sr Data Scientist,Caterpillar Inc,4.3,932 Reviews,1-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-sr-data-scientist-caterpillar-india-private-ltd-bangalore-bengaluru-1-to-10-years-200722500927
"SR. SPECIALIST, DATA ANALYTICS",AT&T,4.3,315 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,21 Days Ago,https://www.naukri.com/job-listings-sr-specialist-data-analytics-at-t-bangalore-bengaluru-5-to-10-years-200223501587
Consultant- Data Scientist,Grant Thornton,3.9,468 Reviews,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-consultant-data-scientist-grant-thornton-bharat-llp-bangalore-bengaluru-2-to-6-years-170822500444
Technical Expert - AI & Industrial Data Science,Siemens,4.2,5086 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-technical-expert-ai-industrial-data-science-siemens-limited-bangalore-bengaluru-5-to-10-years-161122500850
Data Scientist/Sr. Data Scientist,Synechron,4.2,1621 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-sr-data-scientist-synechron-bangalore-bengaluru-5-to-10-years-141022502825
Supply Chain Specialist Staff,Juniper Networks,4.3,212 Reviews,7-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-supply-chain-specialist-staff-juniper-networks-india-pvt-ltd-bangalore-bengaluru-7-to-11-years-140123500059
Technical Expert - Industrial Data Science,Siemens,4.2,5086 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-technical-expert-industrial-data-science-siemens-limited-bangalore-bengaluru-5-to-10-years-131022500645
Data Scientist,TERAFIN INFOTECH PRIVATE LIMITED,4.6,4 Reviews,2-5 Yrs,3-7 Lacs PA,Chennai,Today,https://www.naukri.com/job-listings-data-scientist-terafin-infotech-private-limited-chennai-2-to-5-years-130323001588
Data Science & AI Specialist,BT,4.2,2657 Reviews,3-5 Yrs,Not disclosed,Gurgaon/Gurugram,3 Days Ago,https://www.naukri.com/job-listings-data-science-ai-specialist-bt-global-business-services-pvt-ltd-gurgaon-gurugram-3-to-5-years-100323909549
Data Scientist,Transformative Learning Solutions,3.5,16 Reviews,2-4 Yrs,Not disclosed,Gurgaon/Gurugram,3 Days Ago,https://www.naukri.com/job-listings-data-scientist-transformative-learning-solutions-gurgaon-gurugram-2-to-4-years-100323006015
Senior AI Engieer,Digit Insurance,3.9,341 Reviews,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-senior-ai-engieer-go-digit-general-insurance-limited-bangalore-bengaluru-5-to-7-years-090123501030
Software Engineer Staff,Juniper Networks,4.3,212 Reviews,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-software-engineer-staff-juniper-networks-india-pvt-ltd-bangalore-bengaluru-3-to-8-years-090123500984
Data Scientist / AI-ML Engineer,Hitachi Ltd.,4.0,5134 Reviews,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-ai-ml-engineer-hitachi-ltd-bangalore-bengaluru-3-to-7-years-081222502466
"Program Manager, Analytics",Uber,4.2,591 Reviews,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-program-manager-analytics-uber-bangalore-bengaluru-3-to-7-years-041122500765
Data Scientist - 2,24 7 ai,3.6,1923 Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-2-24-7-customer-private-ltd-bangalore-bengaluru-1-to-3-years-021122501257
Data Science Relations Manager,Wells Fargo,4.2,3753 Reviews,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago,https://www.naukri.com/job-listings-data-science-relations-manager-wells-fargo-india-solutions-pvt-ltd-bangalore-bengaluru-5-to-8-years-020223502522
Associate - Data Scientist Ops,TransOrg,2.1,23 Reviews,0-2 Yrs,Not disclosed,Gurgaon/Gurugram,17 Days Ago,https://www.naukri.com/job-listings-associate-data-scientist-ops-transorg-analytics-gurgaon-gurugram-0-to-2-years-240223911484
Research Scientist - Bioinformatics,Biopeople India,4.0,5 Reviews,0-2 Yrs,Not disclosed,Gurgaon/Gurugram,19 Days Ago,https://www.naukri.com/job-listings-research-scientist-bioinformatics-biopeople-india-gurgaon-gurugram-0-to-2-years-210223501388
Data Scientist / Sr . Data Scientist,Aidash Systems,3.2,8 Reviews,0-3 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-sr-data-scientist-aidash-gurgaon-gurugram-0-to-3-years-100822500402
Job Opening Data Scientist(Agri) @ GlobalData (Hyd),Globaldata,3.9,336 Reviews,1-3 Yrs,Not disclosed,Hybrid - Hyderabad/Secunderabad(Kondapur),4 Days Ago,https://www.naukri.com/job-listings-opening-data-scientist-agri-globaldata-hyd-globaldata-hyderabad-secunderabad-1-to-3-years-090323008051
Walkin Interviews For Data Scientist on 17th March (Friday)@ GD(Hyd),Globaldata,3.9,336 Reviews,1-3 Yrs,Not disclosed,Hybrid - Hyderabad/Secunderabad(Kondapur),4 Days Ago,https://www.naukri.com/job-listings-walkin-interviews-for-data-scientist-on-17th-march-friday-gd-hyd-globaldata-hyderabad-secunderabad-1-to-3-years-090323004185
Senior Software Engineer - Data Science,Paytm,3.7,4707 Reviews,5-8 Yrs,Not disclosed,Pune,10 Days Ago,https://www.naukri.com/job-listings-senior-software-engineer-data-science-paytm-pune-5-to-8-years-030323500178
Data Scientist,IBM,4.2,15996 Reviews,8-13 Yrs,Not disclosed,Mumbai,21 Days Ago,https://www.naukri.com/job-listings-data-scientist-ibm-mumbai-8-to-13-years-200223903837
Team Lead/Consultant-Data Science,Accenture,4.1,34218 Reviews,7-11 Yrs,Not disclosed,Mumbai,28 Days Ago,https://www.naukri.com/job-listings-team-lead-consultant-data-science-accenture-mumbai-7-to-11-years-130223904333
"Manager, Data Science",Mondelez,4.6,18 Reviews,6-11 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-manager-data-science-mondelez-india-foods-private-limited-mumbai-6-to-11-years-300123500459
Data Scientist,SVKMs Narsee Monjee Institute of Management Studies - NMIMS,4.2,8 Reviews,2-7 Yrs,Not disclosed,Mumbai,30+ Days Ago,https://www.naukri.com/job-listings-data-scientist-svkms-narsee-monjee-institute-of-management-studies-nmims-mumbai-2-to-7-years-291221501233
