title,company,ratings,reviews,experience,salary,location,days_posted,tags,url
Senior Data Scientist - Python/Deep Learning Algorithms,Successr Hr Tech,3.8,7 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,12 Days Ago, Algorithms Deep Learning Python machine data science natural language processing quality,https://www.naukri.com/job-listings-senior-data-scientist-python-deep-learning-algorithms-successr-hr-tech-bangalore-bengaluru-5-to-10-years-010323911216
Senior Data Scientist,Successr Hr Tech,3.8,7 Reviews,5-10 Yrs,Not disclosed,Temp. WFH - Bangalore/Bengaluru,12 Days Ago, Data Science Development scikit-learn ab testing natural language processing software testing data quality senior pytorch,https://www.naukri.com/job-listings-senior-data-scientist-successr-hr-tech-bangalore-bengaluru-5-to-10-years-010323911096
Data Scientist,Successr Hr Tech,3.8,7 Reviews,2-7 Yrs,Not disclosed,Temp. WFH - Bangalore/Bengaluru,12 Days Ago, Data Science clustering analysis machine sql data science data analysis,https://www.naukri.com/job-listings-data-scientist-successr-hr-tech-bangalore-bengaluru-2-to-7-years-010323911024
Data Science Professional - Contract To Hire,Successr Hr Tech,3.8,7 Reviews,4-8 Yrs,Not disclosed,Temp. WFH - Bangalore/Bengaluru,12 Days Ago, Data Science hive data collection sql data analysis contract hiring cleansing science,https://www.naukri.com/job-listings-data-science-professional-contract-to-hire-successr-hr-tech-bangalore-bengaluru-4-to-8-years-010323909677
Data Scientist,Shyam Steel,3.7,342 Reviews,3-8 Yrs,Not disclosed,Kolkata,13 Days Ago, Data Science python c++ data mining sql data science,https://www.naukri.com/job-listings-data-scientist-shyam-steel-kolkata-3-to-8-years-280223009692
Principal Data Scientist with AiraMatrix(Product Company),Airamatrix,3.7,11 Reviews,6-11 Yrs,Not disclosed,"Thane, Hyderabad/Secunderabad",1 Day Ago, Data Science python machine learning Modeling deep learning machine data company,https://www.naukri.com/job-listings-principal-data-scientist-with-airamatrix-product-company-airamatrix-thane-hyderabad-secunderabad-6-to-11-years-280123000067
Senior Analyst/Data Scientist - Data Science,Tiger Analytics,3.6,238 Reviews,2-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai",27 Days Ago, python data science Natural Language Processing machine learning senior processing data analysis languages,https://www.naukri.com/job-listings-senior-analyst-data-scientist-data-science-tiger-analytics-hyderabad-secunderabad-chennai-2-to-7-years-140223006104
Executive Manager - Sales,Pepsi Foods,4.4,43 Reviews,5-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, management team executive management infrastructure building technology analytics team building,https://www.naukri.com/job-listings-executive-manager-sales-pepsi-foods-priv-limited-hyderabad-secunderabad-5-to-8-years-311222500223
Data Scientist I,Novartis,4.1,1273 Reviews,7-12 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, forecasting claims pharmaceutical machine learning clinical trials rf bioinformatics automation,https://www.naukri.com/job-listings-data-scientist-i-novartis-healthcare-pvt-ltd-hyderabad-secunderabad-7-to-12-years-291222500110
Data Scientist,Acme Services,4.8,24 Reviews,3-8 Yrs,Not disclosed,"Mumbai, Nagpur, Thane, Nasik/Nashik, Pune, Aurangabad",20 Days Ago, programming python data science science machine learning query program machine,https://www.naukri.com/job-listings-data-scientist-acme-services-mumbai-nagpur-thane-nasik-nashik-pune-aurangabad-3-to-8-years-210223502968
Data Scientist,Varite,3.8,89 Reviews,7-12 Yrs,Not disclosed,Pune,6 Days Ago, analytical statistics analysis linguistics data structures analytics data microsoft,https://www.naukri.com/job-listings-data-scientist-varite-pune-7-to-12-years-070323500262
Intern - Data Science,Smaclify Technologies,4.7,4 Reviews,0-2 Yrs,Not disclosed,Pune,30+ Days Ago, software testing data programming data science machine program machine learning python,https://www.naukri.com/job-listings-intern-data-science-mynexthire-com-pune-0-to-2-years-240123501515
ML / Data Scientist,Gibots,2.2,3 Reviews,0-2 Yrs,Not disclosed,Pune,30+ Days Ago, pdf analysis machine modeling analytics data structures data science,https://www.naukri.com/job-listings-ml-data-scientist-gibots-pune-0-to-2-years-181022501324
Data Scientist Jr. & Sr.,Thyssenkrupp Materials Services,4.5,2 Reviews,0-4 Yrs,Not disclosed,Pune,30+ Days Ago, sr sql machine learning operations python automotive data automation,https://www.naukri.com/job-listings-data-scientist-jr-sr-thyssenkrupp-elevator-india-pvt-ltd-pune-0-to-4-years-160822501383
Jr. AIML developer,Saisystems Health Tech,3.8,13 Reviews,0-2 Yrs,Not disclosed,Pune,30+ Days Ago, analysis machine learning python machine deep learning development data analysis revenue cycle management,https://www.naukri.com/job-listings-jr-aiml-developer-saisystems-health-tech-pvt-ltd-pune-0-to-2-years-110123501594
Intern - Data Scientist,Tridiagonal Solutions,3.8,21 Reviews,0-1 Yrs,Not disclosed,Pune,30+ Days Ago, sql management machine learning python data troubleshooting data mining machine,https://www.naukri.com/job-listings-intern-data-scientist-tridiagonal-solutions-pvt-ltd-pune-0-to-1-years-040822501683
Data Scientist / Senior Data Scientist,Holcim,3.6,226 Reviews,4-9 Yrs,Not disclosed,"Navi Mumbai, Mumbai (All Areas)",12 Days Ago, deep learning python machine learning machine data senior,https://www.naukri.com/job-listings-data-scientist-senior-data-scientist-holcim-navi-mumbai-mumbai-all-areas-4-to-9-years-070922008028
Senior Data Scientist (Computer Vision/Deep Learning),Here Technologies,4.0,1070 Reviews,7-12 Yrs,Not disclosed,Mumbai,10 Days Ago, python data science science machine learning computer vision continuous integration analysis deep learning,https://www.naukri.com/job-listings-senior-data-scientist-computer-vision-deep-learning-micello-india-pvt-ltd-mumbai-7-to-12-years-030323501490
"Data Miner, Global Analytic",Stream Global Services,4.7,12 Reviews,3-6 Yrs,Not disclosed,Mumbai,10 Days Ago, management data analytics team data mining servicing analytics team management business analytics,https://www.naukri.com/job-listings-data-miner-global-analytic-stream-global-services-pvt-ltd-mumbai-3-to-6-years-030323501199
Data Scientist - DSR,Danske Bank,4.0,18 Reviews,5-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, management sql stakeholder management data machine learning dsr machine python,https://www.naukri.com/job-listings-data-scientist-dsr-danske-bank-bangalore-bengaluru-5-to-9-years-310123502200
Lead Business Analyst,Ecolab Digital Center (EDC),3.6,36 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,18 Days Ago, computer computation cloud computing analytics sas mysql computer science web technologies,https://www.naukri.com/job-listings-lead-business-analyst-ecolab-digital-center-bangalore-bengaluru-3-to-5-years-271022501812
Lead/Manager Data Scientist,ACL Digital,3.7,333 Reviews,6-11 Yrs,15-30 Lacs PA,Hybrid - Bangalore/Bengaluru,16 Days Ago, Natural Language Processing Computer Vision Machine Learning Python management languages processing deep learning,https://www.naukri.com/job-listings-lead-manager-data-scientist-acl-digital-bangalore-bengaluru-6-to-11-years-250223004543
Data Scientist II,Porter,3.9,236 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,17 Days Ago, productivity statistics logistics supply chain supply deep learning productivity improvement improvement,https://www.naukri.com/job-listings-data-scientist-ii-porter-in-bangalore-bengaluru-3-to-5-years-240223501641
Data Scientist,Blackhawk Network,3.8,29 Reviews,7-11 Yrs,Not disclosed,Bangalore/Bengaluru,17 Days Ago, python operations research operations data data analysis process modeling intelligence,https://www.naukri.com/job-listings-data-scientist-blackhawk-network-bangalore-bengaluru-7-to-11-years-240223501067
Data Scientist,Hudsons bay Company (HBC),3.9,123 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,17 Days Ago, management sql stakeholder management data machine learning cloud computing computation science,https://www.naukri.com/job-listings-data-scientist-hudsons-bay-services-private-limited-bangalore-bengaluru-3-to-5-years-240223500142
Associate Data Scientist,ABInBev ,3.4,26 Reviews,3-4 Yrs,Not disclosed,Hybrid - Bangalore/Bengaluru,17 Days Ago, Excel Macros Excel Vba Python excel sheet vba sheet data data science,https://www.naukri.com/job-listings-associate-data-scientist-abinbev-bangalore-bengaluru-3-to-4-years-240223012283
Data Scientist,GKN,4.4,23 Reviews,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,18 Days Ago, program analysis big data data analysis analytics data analytics data machine learning,https://www.naukri.com/job-listings-data-scientist-gkn-aerospace-bangalore-bengaluru-3-to-6-years-230223503191
Manager - Data Science,Digit88,4.2,10 Reviews,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,19 Days Ago, analytics management sql forecasting intelligence science data business intelligence,https://www.naukri.com/job-listings-manager-data-science-digit88-bangalore-bengaluru-5-to-7-years-220223501607
Data Scientist II,roposo,3.4,12 Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,20 Days Ago, analytical open open source analysis analytics data analysis metadata data,https://www.naukri.com/job-listings-data-scientist-ii-roposo-bangalore-bengaluru-2-to-5-years-210223501633
Data Scientist III,Glance,3.7,21 Reviews,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,20 Days Ago, python data science science machine learning open source analysis metadata analytical,https://www.naukri.com/job-listings-data-scientist-iii-glance-it-solution-bangalore-bengaluru-4-to-7-years-210223500101
Data Scientist II,Glance,3.7,21 Reviews,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,20 Days Ago, open source open analysis machine analytics data structures computer science data,https://www.naukri.com/job-listings-data-scientist-ii-glance-it-solution-bangalore-bengaluru-2-to-6-years-210223500100
Data Scientist - Corporate Office,Chaitanya India Fin Credit,4.1,179 Reviews,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,21 Days Ago, software testing data mining hadoop written communication hypothesis testing statistics cassandra golang,https://www.naukri.com/job-listings-data-scientist-corporate-office-chaitanya-india-fin-credit-pvt-ltd-bangalore-bengaluru-2-to-7-years-200223607181
Lead Data Scientist,Gcc Services,3.4,26 Reviews,8-12 Yrs,Not disclosed,Hybrid - Bangalore/Bengaluru,21 Days Ago, python data science neural networks random forest machine learning forest networking data,https://www.naukri.com/job-listings-lead-data-scientist-gcc-services-bangalore-bengaluru-8-to-12-years-200223008229
ML Lead,Entomo,4.0,19 Reviews,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,24 Days Ago, machine analytics processing ml languages natural language processing machine learning training,https://www.naukri.com/job-listings-ml-lead-entomo-bangalore-bengaluru-2-to-7-years-170223503901
Data Scientist,VEGA Intellisoft Private Limited,4.0,22 Reviews,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,24 Days Ago, python high performance computing computation machine learning deep learning gcp architecture production,https://www.naukri.com/job-listings-data-scientist-vega-intellisoft-private-limited-bangalore-bengaluru-8-to-12-years-170223501397
Lead Data Scientist - Yulu Energy,Yulu Bikes,4.3,21 Reviews,1-2 Yrs,Not disclosed,Bangalore/Bengaluru,25 Days Ago, programming data science science machine learning statistical programming statistics neural networks data mining,https://www.naukri.com/job-listings-lead-data-scientist-yulu-energy-yulu-bike-bangalore-bengaluru-1-to-2-years-160223502183
Assistant/ Engineer - Transport Planner,Arcadis Consulting India Pvt. Ltd,4.2,150 Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,26 Days Ago, it skills technical transportation engineering python data science transportation planning analytics,https://www.naukri.com/job-listings-assistant-engineer-transport-planner-arcadis-consulting-india-pvt-ltd-bangalore-bengaluru-2-to-5-years-150223500078
Data Scientist,Tecqubes Technologies,2.9,2 Reviews,3-8 Yrs,Not disclosed,Permanent Remote,28 Days Ago, adf Big Data synapse Python sql oracle adf data,https://www.naukri.com/job-listings-data-scientist-tecqubes-technologies-bangalore-bengaluru-3-to-8-years-130223009355
Data Scientist,Mobily Infotech (MIT),4.1,70 Reviews,8-13 Yrs,Not disclosed,Bangalore/Bengaluru(Whitefield),28 Days Ago, data science data science,https://www.naukri.com/job-listings-data-scientist-mobily-infotech-mit-bangalore-bengaluru-8-to-13-years-130223001833
Data Scientist,Whizdm Innovations,4.5,4 Reviews,2-5 Yrs,15-25 Lacs PA,Permanent Remote,28 Days Ago, R machine learning xgboost Python data machine,https://www.naukri.com/job-listings-data-scientist-whizdm-innovations-bangalore-bengaluru-2-to-5-years-130223000871
Data Scientist,Raytheon Technologies,3.8,49 Reviews,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, Data Scientist data c power bi word hadoop notebook machine,https://www.naukri.com/job-listings-data-scientist-raytheon-technologies-bangalore-bengaluru-5-to-8-years-090223905075
Data Scientist Advanced Analytics,Eli Lilly And Company,4.3,246 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, advanced analytics python forecasting operations research machine learning supply clinical trials supply chain,https://www.naukri.com/job-listings-data-scientist-advanced-analytics-eli-lilly-and-company-bangalore-bengaluru-5-to-10-years-090223501067
Lead Artificial Intelligence Specialist,FabHotels,3.4,215 Reviews,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data collection maintenance predictive maintenance data mining intelligence artificial intelligence technology management management,https://www.naukri.com/job-listings-lead-artificial-intelligence-specialist-fabhotel-aay-kay-model-town-bangalore-bengaluru-2-to-6-years-080223502662
Sr Data Scientist,Transunion,4.3,159 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, product engineering engineering algorithms analytical sql open development analytics,https://www.naukri.com/job-listings-sr-data-scientist-transunion-software-services-pvt-ltd-bangalore-bengaluru-5-to-10-years-030223501967
Data Scientist (Python),Pegasus Knowledge Solutions (PKSI),2.7,3 Reviews,5-8 Yrs,6-16 Lacs PA,Bangalore/Bengaluru,13 Days Ago, Data Science Python Development python data engineering engineering machine data machine learning,https://www.naukri.com/job-listings-data-scientist-python-pegasus-knowledge-solutions-pksi-bangalore-bengaluru-5-to-8-years-020522002727
Senior Data Scientist,Groww,4.2,63 Reviews,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, mentoring credit machine investment banking management technology management data investment,https://www.naukri.com/job-listings-senior-data-scientist-groww-bangalore-bengaluru-4-to-7-years-010223501432
Data Scientist,Qualitest,3.9,163 Reviews,6-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, mysql sql simulation analysis data analysis data microsoft machine learning,https://www.naukri.com/job-listings-data-scientist-qualitest-india-private-limited-bangalore-bengaluru-6-to-9-years-301122500575
Data Scientist,Hyperthink Systems,4.6,6 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data analytics analytical machine analytics data forecasting finance,https://www.naukri.com/job-listings-data-scientist-hyperthink-systems-pvt-ltd-bangalore-bengaluru-5-to-10-years-300622501628
IndustrialPhD Research Officer,Stibo,4.8,6 Reviews,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, intelligence supply chain integration automation prototype artificial intelligence machine system integration,https://www.naukri.com/job-listings-industrialphd-research-officer-stibo-systems-bangalore-bengaluru-3-to-8-years-291122502867
Image Processing Engineer,Ageye Technologies,4.6,4 Reviews,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data structures processing data science computer vision image processing agile python,https://www.naukri.com/job-listings-image-processing-engineer-ageye-technologies-bangalore-bengaluru-2-to-4-years-290722502181
Data Scientist,Ageye Technologies,4.6,4 Reviews,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, modeling python data computation analysis agile scrum cloud computing,https://www.naukri.com/job-listings-data-scientist-ageye-technologies-bangalore-bengaluru-2-to-7-years-290722502179
Computer Vision Engineer,Ageye Technologies,4.6,4 Reviews,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, application development computer computation cloud computing processing vision c++ image processing,https://www.naukri.com/job-listings-computer-vision-engineer-ageye-technologies-bangalore-bengaluru-2-to-7-years-290722502178
AI Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, recruitment intelligence analytics artificial intelligence data staffing consultancy,https://www.naukri.com/job-listings-ai-data-scientist-seven-consultancy-hr-solution-bangalore-bengaluru-4-to-8-years-290322500342
Data Scientist,Hyper Think Systems,4.6,6 Reviews,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data analytics analytical machine analytics data forecasting finance,https://www.naukri.com/job-listings-data-scientist-hyper-think-systems-private-limited-bangalore-bengaluru-3-to-6-years-281222501498
AI & Data Science Senior Engineer,Wasoko,2.6,2 Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, senior data mining system design operations design sql source agile,https://www.naukri.com/job-listings-ai-data-science-senior-engineer-wasoko-bangalore-bengaluru-2-to-5-years-280922501776
Senior AI Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data senior intelligence analytics artificial intelligence,https://www.naukri.com/job-listings-senior-ai-data-scientist-seven-consultancy-hr-solution-bangalore-bengaluru-4-to-9-years-280322501563
Data Scientist,Volantis Technologies Pvt Ltd,4.5,15 Reviews,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data mining hive programming deep learning spark data machine learning scala,https://www.naukri.com/job-listings-data-scientist-volantis-technologies-pvt-ltd-bangalore-bengaluru-3-to-7-years-280123500549
Analytic Science-Scientist II,Fico,4.0,129 Reviews,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, presales operations research predictive machine learning research fico neural networks data mining,https://www.naukri.com/job-listings-analytic-science-scientist-ii-fico-bangalore-bengaluru-3-to-6-years-271022500143
Senior Data Scientist,Caterpillar Inc,4.3,932 Reviews,1-5 Yrs,Not disclosed,Chennai,16 Days Ago, erp ms office data mining analytical analytics data interpersonal skill senior,https://www.naukri.com/job-listings-senior-data-scientist-caterpillar-inc-chennai-1-to-5-years-250223501207
Data Scientist - 3,Varite,3.8,89 Reviews,6-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data mining analytical modeling machine analytics computer science data,https://www.naukri.com/job-listings-data-scientist-3-varite-bangalore-bengaluru-6-to-9-years-240822501294
ML Engineer For Intelligent Search,Useready Technology,4.6,41 Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, searching python predictive modeling gcp management sql data data analysis,https://www.naukri.com/job-listings-ml-engineer-for-intelligent-search-useready-technology-bangalore-bengaluru-2-to-5-years-240123501903
Data Scientist II,Porter,3.9,236 Reviews,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, machine supply chain productivity improvement data productivity science statistics networking,https://www.naukri.com/job-listings-data-scientist-ii-porter-in-bangalore-bengaluru-1-to-4-years-240123500591
Data Scientist - Healthcare Analytics,Skillety,2.8,4 Reviews,12-15 Yrs,Not disclosed,Bangalore/Bengaluru,18 Days Ago, tools data programming troubleshooting healthcare analytics machine sql reporting,https://www.naukri.com/job-listings-data-scientist-healthcare-analytics-skillety-bangalore-bengaluru-12-to-15-years-230223500417
Senior Data Scientist,Caterpillar Inc,4.3,932 Reviews,3-5 Yrs,Not disclosed,Chennai,18 Days Ago, analytical people development leadership development analytics data interpersonal skills interpersonal skill,https://www.naukri.com/job-listings-senior-data-scientist-caterpillar-inc-chennai-3-to-5-years-230223500077
NLP Data Scientist,Eli Lilly And Company,4.3,246 Reviews,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, process econometrics operations research predictive research machine learning languages analytics,https://www.naukri.com/job-listings-nlp-data-scientist-eli-lilly-and-company-bangalore-bengaluru-3-to-7-years-230123502547
Advanced Analytics MLOps Engineer,Eli Lilly And Company,4.3,246 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python intelligence analytical artificial intelligence machine analytics computer science data,https://www.naukri.com/job-listings-advanced-analytics-mlops-engineer-eli-lilly-and-company-bangalore-bengaluru-3-to-5-years-230123502546
Data Scientist,Entropik Tech,3.9,8 Reviews,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, research nosql market research sql http finance data machine,https://www.naukri.com/job-listings-data-scientist-entropik-tech-bangalore-bengaluru-2-to-7-years-221122502229
Deep Learning Engineer (SIPS-PS),Sony,4.3,1088 Reviews,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python programming technology management deep learning machine technology process data,https://www.naukri.com/job-listings-deep-learning-engineer-sips-ps-sony-india-software-centre-pvt-ltd-bangalore-bengaluru-3-to-7-years-220722501802
Senior Data Scientist,Entropik Tech,3.9,8 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python machine learning financial services agile intelligence publishing artificial intelligence sql,https://www.naukri.com/job-listings-senior-data-scientist-entropik-tech-bangalore-bengaluru-3-to-5-years-220722501472
Data Scientist,CTD Techs,4.7,25 Reviews,2-6 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru",30+ Days Ago, robotics tools data programming regression data science aws machine,https://www.naukri.com/job-listings-data-scientist-ctd-techs-chennai-bangalore-bengaluru-2-to-6-years-220722500106
Senior Data Science,TVS Accessories,4.1,4577 Reviews,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,19 Days Ago, anova media analytics data data science telecommunication text analytics networking machine,https://www.naukri.com/job-listings-senior-data-science-tvs-accessories-bangalore-bengaluru-2-to-6-years-220223502880
Sr . Data Scientist,ORMAE (Operations Research Machine learning & Analytics Experts LLP),3.4,6 Reviews,3-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data science analytical data structures machine analytics computer science data,https://www.naukri.com/job-listings-sr-data-scientist-ormae-operations-research-machine-learning-analytics-experts-llp-bangalore-bengaluru-3-to-10-years-211122502556
Senior ML Engineer,Entropik Tech,3.9,8 Reviews,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python science technology financial services machine learning agile computer engineering,https://www.naukri.com/job-listings-senior-ml-engineer-entropik-tech-bangalore-bengaluru-4-to-9-years-200822500797
Data Scientist,HotelHub,4.5,16 Reviews,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python networking data mining analytical machine analytics data coding,https://www.naukri.com/job-listings-data-scientist-hotelhub-bangalore-bengaluru-3-to-8-years-200123501908
Data Scientist-Health Care Analytics,Skillety,2.8,4 Reviews,5-12 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data analytics tools reporting analytics programming big data sql text analytics,https://www.naukri.com/job-listings-data-scientist-health-care-analytics-skillety-bangalore-bengaluru-5-to-12-years-200123500102
Senior Business Executive - Data Science,dentsu international,2.7,22 Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data science data senior usage research science Senior Business Executive,https://www.naukri.com/job-listings-senior-business-executive-data-science-dentsu-international-bangalore-bengaluru-1-to-3-years-190922500375
Senior Data Scientist,Locus It Services,2.4,11 Reviews,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, sql analysis data analysis analytics data perl ruby machine learning,https://www.naukri.com/job-listings-senior-data-scientist-locus-it-services-private-limited-bangalore-bengaluru-6-to-11-years-171122502642
Python Developer,Rarr Technologies,3.9,2 Reviews,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data collection machine data structures django data science programming backend,https://www.naukri.com/job-listings-python-developer-rarr-technologies-bangalore-bengaluru-4-to-9-years-171022500237
Data Scientist - Senior Data Scientist,Star Health Insurance,3.9,1070 Reviews,4-8 Yrs,10-18 Lacs PA,Chennai,24 Days Ago, data science Machine Learning Deep Learning senior tools apache r sql,https://www.naukri.com/job-listings-data-scientist-senior-data-scientist-star-health-allied-insurance-chennai-4-to-8-years-170223004658
Applied Scientist,Perfios Software Solutions Pvt. Ltd.,4.6,143 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, property machine processing prototype technical computer vision image processing software testing,https://www.naukri.com/job-listings-applied-scientist-perfios-software-solutions-pvt-ltd-bangalore-bengaluru-3-to-5-years-161222500006
DATA SCIENTIST,String Bio,3.7,4 Reviews,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, research computer data mining c++ analytics data collection business intelligence operations,https://www.naukri.com/job-listings-data-scientist-string-bio-bangalore-bengaluru-2-to-7-years-160522501736
R&D Data Scientist,Corner Tree Consulting (p) Ltd,3.1,3 Reviews,2-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, time series analysis predictive automation machine learning analysis python statistics time series,https://www.naukri.com/job-listings-r-d-data-scientist-corner-tree-consulting-p-ltd-bangalore-bengaluru-2-to-10-years-151222502099
Lead / Staff ML Scientist - NLP,Agara Labs,3.9,6 Reviews,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, programming python data science science data languages machine learning processing,https://www.naukri.com/job-listings-lead-staff-ml-scientist-nlp-agara-bangalore-bengaluru-6-to-11-years-150722502647
Lead / Staff ML Scientist,Agara Labs,3.9,6 Reviews,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, research ml processing programming pop deep learning natural language processing languages,https://www.naukri.com/job-listings-lead-staff-ml-scientist-agara-bangalore-bengaluru-6-to-11-years-150722502646
Data scientist,Ihcc,4.6,8 Reviews,9-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, open source object open microsoft intelligence sql sql server data,https://www.naukri.com/job-listings-data-scientist-ihcc-bangalore-bengaluru-9-to-10-years-150622500915
Principal Data Scientist,Tekion,3.7,85 Reviews,5-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, research drilling processing analytics operations operations research natural language processing git,https://www.naukri.com/job-listings-principal-data-scientist-tekion-bangalore-bengaluru-5-to-11-years-141022502356
Data Scientist,Gloinnt,3.0,8 Reviews,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, forecasting data science science web technologies deep learning web application refinery application,https://www.naukri.com/job-listings-data-scientist-gloinnt-bangalore-bengaluru-5-to-7-years-141022500495
data engineer,Diverse Lynx,3.4,95 Reviews,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data engineering data collection deployment big data deep learning devops data data science,https://www.naukri.com/job-listings-data-engineer-diverse-lynx-bangalore-bengaluru-6-to-8-years-140722500537
Principal Data Scientist (Principal Engineer Data Science),Harman Connected Services Corporation India Pvt.,3.9,1026 Reviews,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data science science electronics machine learning agile collections data collection,https://www.naukri.com/job-listings-principal-data-scientist-principal-engineer-data-science-harman-connected-services-corporation-india-pvt-bangalore-bengaluru-8-to-12-years-140123501293
Senior Data Scientist,Harman Connected Services Corporation India Pvt.,3.9,1026 Reviews,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, programming collections system architecture data mining statistics machine data architecture,https://www.naukri.com/job-listings-senior-data-scientist-harman-connected-services-corporation-india-pvt-bangalore-bengaluru-1-to-5-years-140123501079
AI/ML Solutions Lead,Harman Connected Services Corporation India Pvt.,3.9,1026 Reviews,7-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, property healthcare coding data mining research artificial intelligence microsoft sas,https://www.naukri.com/job-listings-ai-ml-solutions-lead-harman-connected-services-corporation-india-pvt-bangalore-bengaluru-7-to-8-years-140123500129
Sr Dot Data Scientist,Skillety,2.8,4 Reviews,8-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, dot crm analytics media social media customer analytics sql staffing,https://www.naukri.com/job-listings-sr-dot-data-scientist-skillety-bangalore-bengaluru-8-to-11-years-131222501406
Sr. Data Scientist (Medical/Marketing Analytics),Skillety,2.8,4 Reviews,8-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, healthcare sql marketing troubleshooting social media marketing analytics analytics data,https://www.naukri.com/job-listings-sr-data-scientist-medical-marketing-analytics-skillety-bangalore-bengaluru-8-to-11-years-131222500884
