title,company,ratings,reviews,experience,salary,location,days_posted,tags,url
Associate Data Scientist - ML & NLP,Gartner India Research &amp; Advisory Services Pvt Ltd,4.1,184 Reviews,2-4 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, ml development management management development analytics engagement medical text analytics,https://www.naukri.com/job-listings-associate-data-scientist-ml-nlp-gartner-india-research-amp-advisory-services-pvt-ltd-gurgaon-gurugram-2-to-4-years-310123502590
Data Scientist - Digital Enterprise,Maruti Suzuki,4.2,6087 Reviews,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, sql management machine learning digital python data technical time managements,https://www.naukri.com/job-listings-data-scientist-digital-enterprise-maruti-suzuki-india-limited-gurgaon-gurugram-3-to-6-years-220822501019
Data Scientist,Gujarat Fluorochemicals,4.2,661 Reviews,1-2 Yrs,Not disclosed,Noida,30+ Days Ago, c++ management social media data coding business solutions pmp predictive,https://www.naukri.com/job-listings-data-scientist-gujarat-fluorochemicals-ltd-noida-1-to-2-years-190123500542
Sr.Data Scientist,Comviva Technology,3.6,346 Reviews,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, regression python logistics monitoring extraction model development collections data extraction,https://www.naukri.com/job-listings-sr-data-scientist-comviva-technologies-limited-gurgaon-gurugram-1-to-3-years-071222501983
Data Scientist,Comviva Technology,3.6,346 Reviews,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, python collections analytical analytics model development data monitoring data extraction,https://www.naukri.com/job-listings-data-scientist-comviva-technologies-limited-gurgaon-gurugram-1-to-3-years-071222501834
Lead Assistant Manager,EXL,3.9,5532 Reviews,0-4 Yrs,Not disclosed,Ahmedabad,4 Days Ago, python data science forecasting management monitoring science machine learning rf,https://www.naukri.com/job-listings-lead-assistant-manager-exl-services-com-i-pvt-ltd-ahmedabad-0-to-4-years-090323501857
Sr. Data Scientist,Accolite Software India Pvt Ltd,3.8,387 Reviews,6-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",30+ Days Ago, machine research analytics business rules sql data machine learning python,https://www.naukri.com/job-listings-sr-data-scientist-accolite-software-india-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-6-to-8-years-181022502086
Innovation Digital Data Products & Insights Lead Data Scientist,Wells Fargo,4.2,3753 Reviews,5-7 Yrs,Not disclosed,Hyderabad/Secunderabad,Just Now, Data Scientist insights digital machine statistical modeling modeling innovation processing,https://www.naukri.com/job-listings-innovation-digital-data-products-insights-lead-data-scientist-wells-fargo-international-solutions-private-ltd-hyderabad-secunderabad-5-to-7-years-130323908263
Data Scientist - Statistics Background,Tech Mahindra,3.7,22823 Reviews,6-11 Yrs,Not disclosed,Hybrid - Hyderabad/Secunderabad,Few Hours Ago, data modeling data visualization sql Python statistics modeling data,https://www.naukri.com/job-listings-data-scientist-statistics-background-tech-mahindra-hyderabad-secunderabad-6-to-11-years-130323006882
Data Scientist,Tata nexarc,3.4,22 Reviews,3-6 Yrs,Not disclosed,"Mumbai, Pune",30+ Days Ago, data business intelligence data science machine sql data mining intelligence analytics,https://www.naukri.com/job-listings-data-scientist-tata-nexarc-mumbai-pune-3-to-6-years-281222501570
Data Scientist II,Uber,4.2,591 Reviews,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,18 Days Ago, machine learning data customer support backend processing engineering design machine languages,https://www.naukri.com/job-listings-data-scientist-ii-uber-bangalore-bengaluru-1-to-5-years-230223500902
Physicist / Scientist,Applied Materials,4.2,231 Reviews,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,20 Days Ago, python research analysis design analysis research engineering c++ matlab,https://www.naukri.com/job-listings-physicist-scientist-applied-materials-india-private-limited-bangalore-bengaluru-4-to-7-years-210223909481
Lead Artificial Intelligence Specialist,Baker Hughes,4.2,322 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,28 Days Ago, data collection maintenance predictive maintenance data mining intelligence artificial intelligence technology management management,https://www.naukri.com/job-listings-lead-artificial-intelligence-specialist-baker-hughes-the-network-bangalore-bengaluru-5-to-10-years-130223501172
Lead data scientist,Siemens,4.2,5086 Reviews,8-10 Yrs,Not disclosed,Bangalore/Bengaluru,28 Days Ago, management computer vision technology c++ analytics deep learning analytical,https://www.naukri.com/job-listings-lead-data-scientist-siemens-limited-bangalore-bengaluru-8-to-10-years-130223500295
Senior Manager-Data Science,AMERICAN EXPRESS,4.4,2040 Reviews,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,30 Days Ago, formulation natural language processing senior risk management data modeling finance analytics management,https://www.naukri.com/job-listings-senior-manager-data-science-american-express-company-bangalore-bengaluru-4-to-7-years-110223500035
Data Scientist Staff,Juniper Networks,4.3,212 Reviews,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, management data mining supply chain analytics business intelligence supply sql analytical,https://www.naukri.com/job-listings-data-scientist-staff-juniper-networks-india-pvt-ltd-bangalore-bengaluru-4-to-8-years-080223502392
Data Scientist,Applied Materials,4.2,231 Reviews,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data programming big data deep learning data science aws machine collections,https://www.naukri.com/job-listings-data-scientist-applied-materials-india-private-limited-bangalore-bengaluru-4-to-7-years-311022501616
FTE - Regional BI - Data Scientist,Schneider Electric,4.2,4188 Reviews,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, warehouse neural networks sql big data computer data sap oracle,https://www.naukri.com/job-listings-fte-regional-bi-data-scientist-schneider-electric-india-pvt-ltd-bangalore-bengaluru-3-to-5-years-290422501874
Senior Investment Risk Specialist - Data Science,Wells Fargo,4.2,3753 Reviews,4-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, management quantitative research research matlab risk data financial analysis investment,https://www.naukri.com/job-listings-senior-investment-risk-specialist-data-science-wells-fargo-india-solutions-pvt-ltd-bangalore-bengaluru-4-to-10-years-270922501447
MACHINE LEARNING / DATA SCIENCE TRAINER,Ethnotech Academy,3.2,10 Reviews,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, subject coding machine tableau analytics data science machine learning,https://www.naukri.com/job-listings-machine-learning-data-science-trainer-ethnotech-academy-bangalore-bengaluru-2-to-5-years-270922500482
Senior Data Engineer,Boston Consulting Group,4.0,161 Reviews,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data engineering technology management analytical analytics technology consulting monitoring advanced analytics,https://www.naukri.com/job-listings-senior-data-engineer-boston-consulting-group-bangalore-bengaluru-4-to-6-years-251122502601
Data Engineer,Boston Consulting Group,4.0,161 Reviews,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, advanced analytics subject matter expertise data analytics data big data technical packaging subject,https://www.naukri.com/job-listings-data-engineer-boston-consulting-group-bangalore-bengaluru-2-to-4-years-251122502565
Tableau,Schneider Electric,4.2,4188 Reviews,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data analytics business intelligence intelligence relationship machine tableau analytics,https://www.naukri.com/job-listings-tableau-schneider-electric-india-pvt-ltd-bangalore-bengaluru-3-to-6-years-230123502724
Staff Data Analyst,Walmart,4.2,14310 Reviews,10-14 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, consulting data mining technology business intelligence analytics sql data analysis analytical,https://www.naukri.com/job-listings-staff-data-analyst-walmart-labs-bangalore-bengaluru-10-to-14-years-210123500177
Staff Data Scientist,Baker Hughes,4.2,322 Reviews,10-15 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad",30+ Days Ago, analysis computer management machine learning python data science advanced analytics,https://www.naukri.com/job-listings-staff-data-scientist-baker-hughes-the-network-mumbai-hyderabad-secunderabad-10-to-15-years-201222500854
Sr Data Scientist,Caterpillar Inc,4.3,932 Reviews,1-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, machine learning data asset management telematics machine asset management sql,https://www.naukri.com/job-listings-sr-data-scientist-caterpillar-india-private-ltd-bangalore-bengaluru-1-to-10-years-200722500927
"SR. SPECIALIST, DATA ANALYTICS",AT&T,4.3,315 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,21 Days Ago, sql data modeling technology sr predictive sales operations analysis information technology,https://www.naukri.com/job-listings-sr-specialist-data-analytics-at-t-bangalore-bengaluru-5-to-10-years-200223501587
Consultant- Data Scientist,Grant Thornton,3.9,468 Reviews,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, management consulting procurement sybase client management supply chain oracle monitoring,https://www.naukri.com/job-listings-consultant-data-scientist-grant-thornton-bharat-llp-bangalore-bengaluru-2-to-6-years-170822500444
Technical Expert - AI & Industrial Data Science,Siemens,4.2,5086 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data science science pharmaceutical industrial formulation thermodynamics process,https://www.naukri.com/job-listings-technical-expert-ai-industrial-data-science-siemens-limited-bangalore-bengaluru-5-to-10-years-161122500850
Data Scientist/Sr. Data Scientist,Synechron,4.2,1621 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python data science bfsi health science machine learning sr data mining,https://www.naukri.com/job-listings-data-scientist-sr-data-scientist-synechron-bangalore-bengaluru-5-to-10-years-141022502825
Supply Chain Specialist Staff,Juniper Networks,4.3,212 Reviews,7-11 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data mining machine supply chain intelligence analytics sql computer science data,https://www.naukri.com/job-listings-supply-chain-specialist-staff-juniper-networks-india-pvt-ltd-bangalore-bengaluru-7-to-11-years-140123500059
Technical Expert - Industrial Data Science,Siemens,4.2,5086 Reviews,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data mining machine research intelligence forecasting management artificial intelligence data,https://www.naukri.com/job-listings-technical-expert-industrial-data-science-siemens-limited-bangalore-bengaluru-5-to-10-years-131022500645
Data Scientist,TERAFIN INFOTECH PRIVATE LIMITED,4.6,4 Reviews,2-5 Yrs,3-7 Lacs PA,Chennai,1 Day Ago, Artificial Intelligence machine learning algorithms data science random forest finance r machine learning algorithms,https://www.naukri.com/job-listings-data-scientist-terafin-infotech-private-limited-chennai-2-to-5-years-130323001588
Data Science & AI Specialist,BT,4.2,2657 Reviews,3-5 Yrs,Not disclosed,Gurgaon/Gurugram,3 Days Ago, Data Science gcp management computation languages data analysis artificial intelligence machine learning,https://www.naukri.com/job-listings-data-science-ai-specialist-bt-global-business-services-pvt-ltd-gurgaon-gurugram-3-to-5-years-100323909549
Data Scientist,Transformative Learning Solutions,3.5,16 Reviews,2-4 Yrs,Not disclosed,Gurgaon/Gurugram,3 Days Ago, python r modeling management data wrangling analysis statistical modeling data management,https://www.naukri.com/job-listings-data-scientist-transformative-learning-solutions-gurgaon-gurugram-2-to-4-years-100323006015
Senior AI Engieer,Digit Insurance,3.9,341 Reviews,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, python management backend machine learning processing analysis process intelligence,https://www.naukri.com/job-listings-senior-ai-engieer-go-digit-general-insurance-limited-bangalore-bengaluru-5-to-7-years-090123501030
Software Engineer Staff,Juniper Networks,4.3,212 Reviews,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data collection analysis coding machine management data science data analysis,https://www.naukri.com/job-listings-software-engineer-staff-juniper-networks-india-pvt-ltd-bangalore-bengaluru-3-to-8-years-090123500984
Data Scientist / AI-ML Engineer,Hitachi Ltd.,4.0,5134 Reviews,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, programming python mathematics c financial services neural networks business analytics program,https://www.naukri.com/job-listings-data-scientist-ai-ml-engineer-hitachi-ltd-bangalore-bengaluru-3-to-7-years-081222502466
"Program Manager, Analytics",Uber,4.2,591 Reviews,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, management health data mining public health program management project management analytics relationship,https://www.naukri.com/job-listings-program-manager-analytics-uber-bangalore-bengaluru-3-to-7-years-041122500765
Data Scientist - 2,24 7 ai,3.6,1923 Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, intelligence linguistics development data natural language processing languages new product development machine learning,https://www.naukri.com/job-listings-data-scientist-2-24-7-customer-private-ltd-bangalore-bengaluru-1-to-3-years-021122501257
Data Science Relations Manager,Wells Fargo,4.2,3753 Reviews,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, monitoring operations machine management data management relationship technical documentation data science,https://www.naukri.com/job-listings-data-science-relations-manager-wells-fargo-india-solutions-pvt-ltd-bangalore-bengaluru-5-to-8-years-020223502522
Associate - Data Scientist Ops,TransOrg,2.1,23 Reviews,0-2 Yrs,Not disclosed,Gurgaon/Gurugram,17 Days Ago, Data Scientist huggingface sql github ops data machine learning machine,https://www.naukri.com/job-listings-associate-data-scientist-ops-transorg-analytics-gurgaon-gurugram-0-to-2-years-240223911484
Research Scientist - Bioinformatics,Biopeople India,4.0,5 Reviews,0-2 Yrs,Not disclosed,Gurgaon/Gurugram,20 Days Ago, linux data research data science biology pharmaceutical jira bioinformatics,https://www.naukri.com/job-listings-research-scientist-bioinformatics-biopeople-india-gurgaon-gurugram-0-to-2-years-210223501388
Data Scientist / Sr . Data Scientist,Aidash Systems,3.2,8 Reviews,0-3 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, sr computer management machine learning data processing python data intelligence,https://www.naukri.com/job-listings-data-scientist-sr-data-scientist-aidash-gurgaon-gurugram-0-to-3-years-100822500402
Job Opening Data Scientist(Agri) @ GlobalData (Hyd),Globaldata,3.9,336 Reviews,1-3 Yrs,Not disclosed,Hybrid - Hyderabad/Secunderabad(Kondapur),4 Days Ago, power bi sql Data Science R Python pivot bi consulting,https://www.naukri.com/job-listings-opening-data-scientist-agri-globaldata-hyd-globaldata-hyderabad-secunderabad-1-to-3-years-090323008051
Walkin Interviews For Data Scientist on 17th March (Friday)@ GD(Hyd),Globaldata,3.9,336 Reviews,1-3 Yrs,Not disclosed,Hybrid - Hyderabad/Secunderabad(Kondapur),4 Days Ago, python data analysis natural language processing data science machine learning extraction languages classification,https://www.naukri.com/job-listings-walkin-interviews-for-data-scientist-on-17th-march-friday-gd-hyd-globaldata-hyderabad-secunderabad-1-to-3-years-090323004185
Senior Software Engineer - Data Science,Paytm,3.7,4707 Reviews,5-8 Yrs,Not disclosed,Pune,10 Days Ago, scala machine usage data structures processing data science computer vision,https://www.naukri.com/job-listings-senior-software-engineer-data-science-paytm-pune-5-to-8-years-030323500178
Data Scientist,IBM,4.2,15996 Reviews,8-13 Yrs,Not disclosed,Mumbai,21 Days Ago, Operations research Coding Econometrics Stakeholder management Open source gcp open research,https://www.naukri.com/job-listings-data-scientist-ibm-mumbai-8-to-13-years-200223903837
Team Lead/Consultant-Data Science,Accenture,4.1,34218 Reviews,7-11 Yrs,Not disclosed,Mumbai,28 Days Ago, Publishing Consulting Data mining Analytics SQL python team modeling,https://www.naukri.com/job-listings-team-lead-consultant-data-science-accenture-mumbai-7-to-11-years-130223904333
"Manager, Data Science",Mondelez,4.6,18 Reviews,6-11 Yrs,Not disclosed,Mumbai,30+ Days Ago, data management data science packaging data management sql javascript c++,https://www.naukri.com/job-listings-manager-data-science-mondelez-india-foods-private-limited-mumbai-6-to-11-years-300123500459
Data Scientist,SVKMs Narsee Monjee Institute of Management Studies - NMIMS,4.2,8 Reviews,2-7 Yrs,Not disclosed,Mumbai,30+ Days Ago, sql machine learning research python data design patterns sas predictive,https://www.naukri.com/job-listings-data-scientist-svkms-narsee-monjee-institute-of-management-studies-nmims-mumbai-2-to-7-years-291221501233
Principal AI Scientist,Pristine Infotech,4.2,5 Reviews,3-7 Yrs,Not disclosed,"Mumbai, Chennai",30+ Days Ago, analysis sql computer research logistic regression rf business planning business analysis,https://www.naukri.com/job-listings-principal-ai-scientist-pristine-infotech-mumbai-chennai-3-to-7-years-270922500487
Senior Data Scientist,S&P Global,4.3,1117 Reviews,4-7 Yrs,Not disclosed,Mumbai,30+ Days Ago, management analytical sql analysis risk monitoring analytics data analysis,https://www.naukri.com/job-listings-senior-data-scientist-ihs-markit-mumbai-4-to-7-years-240123501756
Senior Data Scientist,Mondelez,4.6,18 Reviews,2-5 Yrs,Not disclosed,"Mumbai, Thane",30+ Days Ago, metadata Linux data science spark Data modeling Master data management data visualization Data mining,https://www.naukri.com/job-listings-senior-data-scientist-mondelez-india-foods-private-limited-mumbai-thane-2-to-5-years-221222501055
ML Workflow Engineering Manager,Pfizer,4.2,2327 Reviews,5-8 Yrs,Not disclosed,Mumbai,30+ Days Ago, sql engineering management management engineering machine learning python product engineering analytics,https://www.naukri.com/job-listings-ml-workflow-engineering-manager-pfizer-limited-mumbai-5-to-8-years-151022501027
Industrialized Assets Product Lead,Pfizer,4.2,2327 Reviews,7-12 Yrs,Not disclosed,Mumbai,30+ Days Ago, analysis sql industrial management engineering python product design business analysis,https://www.naukri.com/job-listings-industrialized-assets-product-lead-pfizer-limited-mumbai-7-to-12-years-151022501020
Data Scientist - II,General Mills,4.4,504 Reviews,3-5 Yrs,Not disclosed,Mumbai,30+ Days Ago, supply analytical business operations intelligence analysis automation information technology logistics,https://www.naukri.com/job-listings-data-scientist-ii-general-mills-inc-mumbai-3-to-5-years-141122502059
Data Scientist,Abbott,4.1,4341 Reviews,5-6 Yrs,Not disclosed,Mumbai,30+ Days Ago, sql machine learning python data design patterns medical devices sas data mining,https://www.naukri.com/job-listings-data-scientist-abbott-healthcare-pvt-ltd-mumbai-5-to-6-years-100123500948
Opportunity | Data Scientist | Tavant,Tavant Technologies,4.1,383 Reviews,6-9 Yrs,Not disclosed,Bangalore/Bengaluru,13 Days Ago, python machine learning machine data aws,https://www.naukri.com/job-listings-opportunity-data-scientist-tavant-tavant-technologies-bangalore-bengaluru-6-to-9-years-280223004838
ASE/SE/SSE-Data Science,Bold Technology Systems,3.9,102 Reviews,2-7 Yrs,"50,000-3 Lacs PA",Noida,10 Days Ago, Machine Learning Python SQL django data science ma machine,https://www.naukri.com/job-listings-ase-se-sse-data-science-bold-technology-systems-noida-2-to-7-years-101121007085
Data Scientist Manager,P&G,4.2,1554 Reviews,7-12 Yrs,Not disclosed,"Vijayawada, Visakhapatnam, Guntur, Nellore",7 Days Ago, sas python process control management data analysis process data management,https://www.naukri.com/job-listings-data-scientist-manager-p-g-vijayawada-visakhapatnam-vizag-guntur-nellore-7-to-12-years-060323500449
Ezeiatech Systems - Data Scientist - Python/Machine Learning,EzeiaTech,4.4,26 Reviews,2-4 Yrs,Not disclosed,Gurgaon/Gurugram,13 Days Ago, Python natural language processing system data data science intelligence machine learning machine,https://www.naukri.com/job-listings-ezeiatech-systems-data-scientist-python-machine-learning-ezeiatech-systems-private-limited-gurgaon-gurugram-2-to-4-years-280223913404
"Phd -Interns, Data Scientist",Western Digital,4.3,74 Reviews,0-2 Yrs,Not disclosed,Bangalore/Bengaluru,11 Days Ago, rtos embedded systems data mining analytics system architecture data science vxworks,https://www.naukri.com/job-listings-phd-interns-data-scientist-western-digital-bangalore-bengaluru-0-to-2-years-020323500935
Data Scientist,Torcai Digital Media,3.3,14 Reviews,2-7 Yrs,Not disclosed,"Dehradun, Hyderabad/Secunderabad, Gurgaon/Gurugram",30+ Days Ago, analysis shell scripting calculus data science mentoring data analysis linux,https://www.naukri.com/job-listings-data-scientist-torcai-digital-media-dehradun-hyderabad-secunderabad-gurgaon-gurugram-2-to-7-years-140922501933
Lead Data Scientist - Computer Vision,Michelin,4.0,490 Reviews,3-7 Yrs,Not disclosed,Pune,18 Days Ago, computer data computer vision deep learning management machine architecture training,https://www.naukri.com/job-listings-lead-data-scientist-computer-vision-michelin-pune-3-to-7-years-230223503236
Data Scientist,Bajaj Finance,4.1,4654 Reviews,6-11 Yrs,8-15 Lacs PA,Pune(Viman Nagar),20 Days Ago, Risk Analytics forest sql stream analytics risk analytics data time,https://www.naukri.com/job-listings-data-scientist-bajaj-finance-pune-6-to-11-years-210223010063
Data Scientist,Siemens,4.2,5086 Reviews,3-7 Yrs,Not disclosed,Pune,30+ Days Ago, python business intelligence intelligence data mining machine analytics data html,https://www.naukri.com/job-listings-data-scientist-siemens-limited-pune-3-to-7-years-231222501426
Manager - B2C Underwriting,Bajaj Finserv Ltd.,3.4,40 Reviews,1-3 Yrs,Not disclosed,Pune,18 Days Ago, underwriting software testing tools data logistic regression regression management logistics,https://www.naukri.com/job-listings-manager-b2c-underwriting-bajaj-finserv-ltd-pune-1-to-3-years-230223501155
Manager Data Scientist,Michelin,4.0,490 Reviews,4-8 Yrs,Not disclosed,Pune,30+ Days Ago, management deployment data collection programming training networking data data science,https://www.naukri.com/job-listings-manager-data-scientist-michelin-pune-4-to-8-years-201222501157
Manager Data Science,Merck Sharp & Dohme (MSD),4.0,215 Reviews,4-7 Yrs,Not disclosed,Pune,30+ Days Ago, sql management machine learning python cvs claims science data,https://www.naukri.com/job-listings-manager-data-science-msd-pharmaceuticals-private-limited-pune-4-to-7-years-191122501038
Senior Manager Data Science,Merck Sharp & Dohme (MSD),4.0,215 Reviews,5-9 Yrs,Not disclosed,Pune,30+ Days Ago, sql management machine learning python cvs claims science data,https://www.naukri.com/job-listings-senior-manager-data-science-msd-pharmaceuticals-private-limited-pune-5-to-9-years-071122502851
Cloud Data Engineer (Innovation),Deutsche Bank,4.2,2208 Reviews,2-6 Yrs,Not disclosed,Pune,30+ Days Ago, sql machine learning python machine open source business transformation development cloud,https://www.naukri.com/job-listings-cloud-data-engineer-innovation-deutsche-bank-pune-2-to-6-years-021222500850
Data Scientist,Reliance Retail,4.1,18127 Reviews,7-12 Yrs,Not disclosed,Navi Mumbai,14 Days Ago, python data mining predictive analytics machine learning machine analytics data predictive,https://www.naukri.com/job-listings-data-scientist-reliance-retail-navi-mumbai-7-to-12-years-270223001454
Data Scientist,Financial Software Systems(FSS),3.9,400 Reviews,2-3 Yrs,Not disclosed,"Kolkata, Mumbai, Chennai, Bangalore/Bengaluru",30+ Days Ago, data modeling financial services data warehousing deep learning sql agile finance modeling,https://www.naukri.com/job-listings-data-scientist-financial-software-systems-pvt-ltd-kolkata-mumbai-chennai-bangalore-bengaluru-2-to-3-years-060822500640
Senior Data Scientist,Here Technologies,4.0,1070 Reviews,2-7 Yrs,Not disclosed,Mumbai,10 Days Ago, analysis continuous integration machine analytics data science data analysis computer vision,https://www.naukri.com/job-listings-senior-data-scientist-here-mumbai-2-to-7-years-030323501645
Data Scientist - All Levels,Jai-kisan,4.0,80 Reviews,1-6 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, regression python logistics media private equity financial services san advertising,https://www.naukri.com/job-listings-data-scientist-all-levels-jai-kisan-bangalore-bengaluru-1-to-6-years-301122501444
Data Science Developer,Neo Credence Consultancy,2.3,2 Reviews,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, improvement agile methodology multivariate analysis analysis development data agile git,https://www.naukri.com/job-listings-data-science-developer-neo-credence-bangalore-bengaluru-1-to-3-years-240123500358
Data Scientist || Walk-In || 5th-6th Jan,SEW Engineering,4.2,53 Reviews,3-8 Yrs,5-15 Lacs PA,Hybrid - Noida(Sector-62 Noida),18 Days Ago, python Azure Power Bi Natural Language Processing Data Science msbi tableau bi,https://www.naukri.com/job-listings-data-scientist-walk-in-5th-6th-jan-sew-engineering-noida-3-to-8-years-230223913036
nlp engineers,Disha Consultants,4.6,2 Reviews,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, gcp computer computer science logistic regression regression logistics text analytics machine,https://www.naukri.com/job-listings-nlp-engineers-disha-consultant-bangalore-bengaluru-8-to-12-years-220622501879
Senior Specialist - Data Science,Fidelity International,4.3,329 Reviews,5-10 Yrs,Not disclosed,Gurgaon/Gurugram,21 Days Ago, Data Science science design analysis senior analysis snowflake sql artificial intelligence,https://www.naukri.com/job-listings-senior-specialist-data-science-fil-india-business-and-research-services-private-limited-gurgaon-gurugram-5-to-10-years-200223907243
SQL Server Developer :: MNC :: Health Care :: Noida :: Immediate,Vserve Digital Solutions,4.1,28 Reviews,2-7 Yrs,3-8 Lacs PA,"Noida(Sector-2 Noida), New Delhi, Delhi / NCR",21 Days Ago, sql server development server side development health sql development sql healthcare development serv,https://www.naukri.com/job-listings-sql-server-developer-mnc-health-care-noida-immediate-vserve-digital-solutions-noida-new-delhi-delhi-ncr-2-to-7-years-200223004712
Lead Data Scientist,Yulu,4.1,10 Reviews,1-2 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data collection data mining machine data networking programming simulation statistics,https://www.naukri.com/job-listings-lead-data-scientist-yulu-bangalore-bengaluru-1-to-2-years-161122500311
Lead Data Scientist,Srijan Technologies Pvt. Ltd.,4.5,56 Reviews,6-10 Yrs,Not disclosed,Gurgaon/Gurugram,25 Days Ago, coding machine analytics prototype data debugging cloud computing machine learning,https://www.naukri.com/job-listings-lead-data-scientist-srijan-technologies-pvt-ltd-gurgaon-gurugram-6-to-10-years-160223502045
Sr. Data Scientist,CPA Global,4.0,165 Reviews,6-7 Yrs,Not disclosed,Bangalore/Bengaluru,30+ Days Ago, data processing property data management business intelligence data management pharmaceutical sql,https://www.naukri.com/job-listings-sr-data-scientist-cpa-global-support-services-india-pvt-limited-bangalore-bengaluru-6-to-7-years-091122501080
Data Scientist,Adani Group,4.0,647 Reviews,2-7 Yrs,Not disclosed,Kolkata(Salt Lake),14 Days Ago, python neural networks lstm pytorch deep learning natural language processing data networking,https://www.naukri.com/job-listings-data-scientist-adani-group-kolkata-2-to-7-years-090123009364
Senior Cloud Engineer - Data Scientist,Hanu Software Solutions Pvt Ltd,3.7,108 Reviews,2-7 Yrs,Not disclosed,"Noida, Greater Noida",30+ Days Ago, analysis sql machine learning data processing python machine data mining data structures,https://www.naukri.com/job-listings-senior-cloud-engineer-data-scientist-hanu-software-solutions-pvt-ltd-noida-greater-noida-2-to-7-years-310822500063
Senior AI Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,5-10 Yrs,Not disclosed,New Delhi,30+ Days Ago, c data artificial intelligence senior intelligence analytics,https://www.naukri.com/job-listings-senior-ai-data-scientist-seven-consultancy-hr-solution-new-delhi-5-to-10-years-290322500137
Senior Data Scientist,Algo8,2.8,8 Reviews,7-12 Yrs,Not disclosed,Noida,30+ Days Ago, computer machine learning python data mysql science coding machine,https://www.naukri.com/job-listings-senior-data-scientist-algo8-noida-7-to-12-years-280622500489
Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,3-8 Yrs,Not disclosed,New Delhi,30+ Days Ago, infrastructure apache management data analytics programming big data analytics machine learning python,https://www.naukri.com/job-listings-data-scientist-seven-consultancy-hr-solution-new-delhi-3-to-8-years-280322501505
Sr . Data Scientist,Galytix Analytics,2.5,27 Reviews,6-11 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, sr computer machine learning apache source python data data mining,https://www.naukri.com/job-listings-sr-data-scientist-galytix-gurgaon-gurugram-6-to-11-years-270922501212
Data Scientist,Bonzer Business Solutions,3.1,2 Reviews,5-10 Yrs,Not disclosed,Noida,30+ Days Ago, sql unix machine learning shell scripting python data machine spss,https://www.naukri.com/job-listings-data-scientist-bonzer-business-solutions-pvt-ltd-noida-5-to-10-years-261222503521
Data Science Solution Engineer,alight,3.8,300 Reviews,1-3 Yrs,Not disclosed,Gurgaon/Gurugram,30+ Days Ago, sql c++ machine learning data processing python data science data mining,https://www.naukri.com/job-listings-data-science-solution-engineer-alight-gurgaon-gurugram-1-to-3-years-231222501557
